checkinId,studentId,date,moodScore,moodLabel,notes,isAnonymous,schoolId
CHK-031819,STU-2026-0266,2025-12-04,4,good,,False,SCH-001
CHK-031820,STU-2026-0266,2025-12-05,5,great,,False,SCH-001
CHK-031821,STU-2026-0266,2025-12-08,4,good,,False,SCH-001
CHK-031822,STU-2026-0266,2025-12-09,4,good,"Had a great discussion in history class, feeling confident and motivated today.",False,SCH-001
CHK-031823,STU-2026-0266,2025-12-10,4,good,,False,SCH-001
CHK-031824,STU-2026-0266,2025-12-11,5,great,"Had lots of fun during sports period today, feeling refreshed and positive.",False,SCH-001
CHK-031825,STU-2026-0266,2025-12-12,4,good,,False,SCH-001
CHK-031826,STU-2026-0266,2025-12-15,4,good,,False,SCH-001
CHK-031827,STU-2026-0266,2025-12-16,4,good,,False,SCH-001
CHK-031828,STU-2026-0266,2025-12-17,4,good,,False,SCH-001
CHK-031829,STU-2026-0266,2025-12-18,4,good,,False,SCH-001
CHK-031830,STU-2026-0266,2025-12-19,3,okay,,False,SCH-001
CHK-031831,STU-2026-0266,2025-12-22,3,okay,,False,SCH-001
CHK-031832,STU-2026-0266,2025-12-23,4,good,,False,SCH-001
CHK-031833,STU-2026-0266,2025-12-24,4,good,"Had a great discussion in history class, feeling confident and motivated today.",False,SCH-001
CHK-031834,STU-2026-0266,2025-12-25,4,good,,False,SCH-001
CHK-031835,STU-2026-0266,2025-12-26,3,okay,,False,SCH-001
CHK-031836,STU-2026-0266,2025-12-29,4,good,Scored well on the math quiz! Hard work is finally paying off.,False,SCH-001
CHK-031837,STU-2026-0266,2025-12-30,4,good,,False,SCH-001
CHK-031838,STU-2026-0266,2025-12-31,4,good,,False,SCH-001
CHK-031839,STU-2026-0266,2026-01-01,4,good,"Had a great discussion in history class, feeling confident and motivated today.",False,SCH-001
CHK-031840,STU-2026-0266,2026-01-02,5,great,,False,SCH-001
CHK-031841,STU-2026-0266,2026-01-05,3,okay,,False,SCH-001
CHK-031842,STU-2026-0266,2026-01-06,4,good,,False,SCH-001
CHK-031843,STU-2026-0266,2026-01-07,5,great,,False,SCH-001
CHK-031844,STU-2026-0266,2026-01-08,4,good,,False,SCH-001
CHK-031845,STU-2026-0266,2026-01-09,5,great,"Really enjoyed chemistry lab today, our titration experiment worked out great!",True,SCH-001
CHK-031846,STU-2026-0266,2026-01-12,3,okay,,False,SCH-001
CHK-031847,STU-2026-0266,2026-01-13,3,okay,,False,SCH-001
CHK-031848,STU-2026-0266,2026-01-14,3,okay,"Standard school day, revised chapter 4 during the study break.",False,SCH-001
CHK-031849,STU-2026-0266,2026-01-15,4,good,,False,SCH-001
CHK-031850,STU-2026-0266,2026-01-16,4,good,"Standard school day, revised chapter 4 during the study break.",False,SCH-001
CHK-031851,STU-2026-0266,2026-01-19,4,good,,False,SCH-001
CHK-031852,STU-2026-0266,2026-01-20,5,great,,False,SCH-001
CHK-031853,STU-2026-0266,2026-01-21,4,good,"The teacher appreciated my project work in front of everyone, feeling very accomplished!",False,SCH-001
CHK-031854,STU-2026-0266,2026-01-22,4,good,,False,SCH-001
CHK-031855,STU-2026-0266,2026-01-23,4,good,,False,SCH-001
CHK-031856,STU-2026-0266,2026-01-26,4,good,Scored well on the math quiz! Hard work is finally paying off.,False,SCH-001
CHK-031857,STU-2026-0266,2026-01-27,3,okay,,False,SCH-001
CHK-031858,STU-2026-0266,2026-01-28,4,good,,False,SCH-001
CHK-031859,STU-2026-0266,2026-01-29,4,good,,False,SCH-001
CHK-031860,STU-2026-0266,2026-01-30,4,good,,False,SCH-001
CHK-031861,STU-2026-0266,2026-02-02,4,good,,False,SCH-001
CHK-031862,STU-2026-0266,2026-02-03,4,good,,False,SCH-001
CHK-031863,STU-2026-0266,2026-02-04,4,good,,False,SCH-001
CHK-031864,STU-2026-0266,2026-02-05,4,good,,False,SCH-001
CHK-031865,STU-2026-0266,2026-02-06,3,okay,,False,SCH-001
CHK-031866,STU-2026-0266,2026-02-09,4,good,,False,SCH-001
CHK-031867,STU-2026-0266,2026-02-10,5,great,,False,SCH-001
CHK-031868,STU-2026-0266,2026-02-11,4,good,,False,SCH-001
CHK-031869,STU-2026-0266,2026-02-12,3,okay,,False,SCH-001
CHK-031870,STU-2026-0266,2026-02-13,4,good,,False,SCH-001
CHK-031871,STU-2026-0266,2026-02-16,4,good,,False,SCH-001
CHK-031872,STU-2026-0266,2026-02-17,4,good,,False,SCH-001
CHK-031873,STU-2026-0266,2026-02-18,3,okay,,False,SCH-001
CHK-031874,STU-2026-0266,2026-02-19,3,okay,,False,SCH-001
CHK-031875,STU-2026-0266,2026-02-20,5,great,"The teacher appreciated my project work in front of everyone, feeling very accomplished!",False,SCH-001
CHK-031876,STU-2026-0266,2026-02-23,3,okay,,False,SCH-001
CHK-031877,STU-2026-0266,2026-02-24,5,great,Scored well on the math quiz! Hard work is finally paying off.,False,SCH-001
CHK-031878,STU-2026-0266,2026-02-25,4,good,,False,SCH-001
CHK-031879,STU-2026-0266,2026-02-26,4,good,,False,SCH-001
CHK-031880,STU-2026-0266,2026-02-27,5,great,,False,SCH-001
CHK-031881,STU-2026-0266,2026-03-02,4,good,,False,SCH-001
CHK-031882,STU-2026-0266,2026-03-03,5,great,Scored well on the math quiz! Hard work is finally paying off.,False,SCH-001
CHK-031883,STU-2026-0266,2026-03-04,4,good,,False,SCH-001
CHK-031884,STU-2026-0266,2026-03-05,5,great,,False,SCH-001
CHK-031885,STU-2026-0266,2026-03-06,4,good,"The teacher appreciated my project work in front of everyone, feeling very accomplished!",False,SCH-001
CHK-031886,STU-2026-0266,2026-03-09,5,great,Scored well on the math quiz! Hard work is finally paying off.,False,SCH-001
CHK-031887,STU-2026-0266,2026-03-10,4,good,,False,SCH-001
CHK-031888,STU-2026-0266,2026-03-11,5,great,,False,SCH-001
CHK-031889,STU-2026-0266,2026-03-12,3,okay,"Standard school day, revised chapter 4 during the study break.",False,SCH-001
CHK-031890,STU-2026-0266,2026-03-13,4,good,,False,SCH-001
CHK-031891,STU-2026-0266,2026-03-16,4,good,,False,SCH-001
CHK-031892,STU-2026-0266,2026-03-17,4,good,,True,SCH-001
CHK-031893,STU-2026-0266,2026-03-18,3,okay,,False,SCH-001
CHK-031894,STU-2026-0266,2026-03-19,4,good,"Nothing notable happened today, routine classes and caught the bus on time.",False,SCH-001
CHK-031895,STU-2026-0266,2026-03-20,4,good,,False,SCH-001
CHK-031896,STU-2026-0266,2026-03-23,4,good,,False,SCH-001
CHK-031897,STU-2026-0266,2026-03-24,4,good,,False,SCH-001
CHK-031898,STU-2026-0266,2026-03-25,4,good,,False,SCH-001
CHK-031899,STU-2026-0266,2026-03-26,4,good,"The teacher appreciated my project work in front of everyone, feeling very accomplished!",False,SCH-001
CHK-031900,STU-2026-0266,2026-03-27,4,good,,False,SCH-001
CHK-031901,STU-2026-0266,2026-03-30,4,good,,False,SCH-001
CHK-031902,STU-2026-0266,2026-03-31,4,good,"Had a great discussion in history class, feeling confident and motivated today.",False,SCH-001
CHK-031903,STU-2026-0266,2026-04-01,4,good,,False,SCH-001
CHK-031904,STU-2026-0266,2026-04-02,4,good,"The teacher appreciated my project work in front of everyone, feeling very accomplished!",False,SCH-001
CHK-031905,STU-2026-0266,2026-04-03,4,good,,False,SCH-001
CHK-031906,STU-2026-0266,2026-04-06,4,good,"Really enjoyed chemistry lab today, our titration experiment worked out great!",True,SCH-001
CHK-031907,STU-2026-0266,2026-04-07,4,good,,False,SCH-001
CHK-031908,STU-2026-0266,2026-04-08,4,good,,False,SCH-001
CHK-031909,STU-2026-0266,2026-04-09,4,good,,False,SCH-001
CHK-031910,STU-2026-0266,2026-04-10,4,good,"Made great progress on my science project with my team, looking forward to tomorrow.",False,SCH-001
CHK-031911,STU-2026-0266,2026-04-13,4,good,,False,SCH-001
CHK-031912,STU-2026-0266,2026-04-14,3,okay,,False,SCH-001
CHK-031913,STU-2026-0266,2026-04-15,4,good,,False,SCH-001
CHK-031914,STU-2026-0266,2026-04-16,4,good,,False,SCH-001
CHK-031915,STU-2026-0266,2026-04-17,4,good,,False,SCH-001
CHK-031916,STU-2026-0266,2026-04-20,4,good,,True,SCH-001
CHK-031917,STU-2026-0266,2026-04-21,4,good,,True,SCH-001
CHK-031918,STU-2026-0266,2026-04-22,4,good,,False,SCH-001
CHK-031919,STU-2026-0266,2026-04-23,4,good,,True,SCH-001
CHK-031920,STU-2026-0266,2026-04-24,4,good,,False,SCH-001
CHK-031921,STU-2026-0267,2025-11-10,5,great,,False,SCH-001
CHK-031922,STU-2026-0267,2025-11-11,4,good,"Made great progress on my science project with my team, looking forward to tomorrow.",False,SCH-001
CHK-031923,STU-2026-0267,2025-11-12,4,good,,False,SCH-001
CHK-031924,STU-2026-0267,2025-11-13,4,good,,False,SCH-001
CHK-031925,STU-2026-0267,2025-11-14,4,good,,False,SCH-001
CHK-031926,STU-2026-0267,2025-11-17,4,good,,False,SCH-001
CHK-031927,STU-2026-0267,2025-11-18,4,good,Classes went as scheduled. Need to finish history assignment tonight.,False,SCH-001
CHK-031928,STU-2026-0267,2025-11-19,4,good,"Had a great discussion in history class, feeling confident and motivated today.",False,SCH-001
CHK-031929,STU-2026-0267,2025-11-20,5,great,,False,SCH-001
CHK-031930,STU-2026-0267,2025-11-21,4,good,"Had lots of fun during sports period today, feeling refreshed and positive.",False,SCH-001
CHK-031931,STU-2026-0267,2025-11-24,5,great,"Had a great discussion in history class, feeling confident and motivated today.",False,SCH-001
CHK-031932,STU-2026-0267,2025-11-25,4,good,"The teacher appreciated my project work in front of everyone, feeling very accomplished!",False,SCH-001
CHK-031933,STU-2026-0267,2025-11-26,5,great,,False,SCH-001
CHK-031934,STU-2026-0267,2025-11-27,4,good,,False,SCH-001
CHK-031935,STU-2026-0267,2025-11-28,5,great,,False,SCH-001
CHK-031936,STU-2026-0267,2025-12-01,5,great,"Had lots of fun during sports period today, feeling refreshed and positive.",False,SCH-001
CHK-031937,STU-2026-0267,2025-12-02,4,good,Classes went as scheduled. Need to finish history assignment tonight.,False,SCH-001
CHK-031938,STU-2026-0267,2025-12-03,4,good,,False,SCH-001
CHK-031939,STU-2026-0267,2025-12-04,4,good,,True,SCH-001
CHK-031940,STU-2026-0267,2025-12-05,5,great,,False,SCH-001
CHK-031941,STU-2026-0267,2025-12-08,4,good,,False,SCH-001
CHK-031942,STU-2026-0267,2025-12-09,5,great,,False,SCH-001
CHK-031943,STU-2026-0267,2025-12-10,4,good,,False,SCH-001
CHK-031944,STU-2026-0267,2025-12-11,5,great,,False,SCH-001
CHK-031945,STU-2026-0267,2025-12-12,3,okay,,False,SCH-001
CHK-031946,STU-2026-0267,2025-12-15,4,good,Scored well on the math quiz! Hard work is finally paying off.,False,SCH-001
CHK-031947,STU-2026-0267,2025-12-16,4,good,Regular school day. Completed notes in English and started the math homework.,False,SCH-001
CHK-031948,STU-2026-0267,2025-12-17,4,good,,False,SCH-001
CHK-031949,STU-2026-0267,2025-12-18,4,good,,False,SCH-001
CHK-031950,STU-2026-0267,2025-12-19,4,good,"Really enjoyed chemistry lab today, our titration experiment worked out great!",False,SCH-001
CHK-031951,STU-2026-0267,2025-12-22,5,great,,False,SCH-001
CHK-031952,STU-2026-0267,2025-12-23,5,great,,False,SCH-001
CHK-031953,STU-2026-0267,2025-12-24,4,good,,False,SCH-001
CHK-031954,STU-2026-0267,2025-12-25,5,great,,False,SCH-001
CHK-031955,STU-2026-0267,2025-12-26,5,great,,True,SCH-001
CHK-031956,STU-2026-0267,2025-12-29,4,good,,False,SCH-001
CHK-031957,STU-2026-0267,2025-12-30,4,good,,False,SCH-001
CHK-031958,STU-2026-0267,2025-12-31,5,great,Scored well on the math quiz! Hard work is finally paying off.,False,SCH-001
CHK-031959,STU-2026-0267,2026-01-01,4,good,,False,SCH-001
CHK-031960,STU-2026-0267,2026-01-02,5,great,,False,SCH-001
CHK-031961,STU-2026-0267,2026-01-05,4,good,,False,SCH-001
CHK-031962,STU-2026-0267,2026-01-06,4,good,Scored well on the math quiz! Hard work is finally paying off.,False,SCH-001
CHK-031963,STU-2026-0267,2026-01-07,3,okay,,False,SCH-001
CHK-031964,STU-2026-0267,2026-01-08,4,good,,False,SCH-001
CHK-031965,STU-2026-0267,2026-01-09,5,great,,False,SCH-001
CHK-031966,STU-2026-0267,2026-01-12,5,great,,False,SCH-001
CHK-031967,STU-2026-0267,2026-01-13,4,good,,False,SCH-001
CHK-031968,STU-2026-0267,2026-01-14,5,great,,False,SCH-001
CHK-031969,STU-2026-0267,2026-01-15,5,great,,False,SCH-001
CHK-031970,STU-2026-0267,2026-01-16,4,good,,True,SCH-001
CHK-031971,STU-2026-0267,2026-01-19,3,okay,,False,SCH-001
CHK-031972,STU-2026-0267,2026-01-20,4,good,,False,SCH-001
CHK-031973,STU-2026-0267,2026-01-21,4,good,,False,SCH-001
CHK-031974,STU-2026-0267,2026-01-22,4,good,,False,SCH-001
CHK-031975,STU-2026-0267,2026-01-23,4,good,,True,SCH-001
CHK-031976,STU-2026-0267,2026-01-26,4,good,,False,SCH-001
CHK-031977,STU-2026-0267,2026-01-27,5,great,,False,SCH-001
CHK-031978,STU-2026-0267,2026-01-28,4,good,,False,SCH-001
CHK-031979,STU-2026-0267,2026-01-29,4,good,,False,SCH-001
CHK-031980,STU-2026-0267,2026-01-30,4,good,,False,SCH-001
CHK-031981,STU-2026-0267,2026-02-02,4,good,,False,SCH-001
CHK-031982,STU-2026-0267,2026-02-03,5,great,,False,SCH-001
CHK-031983,STU-2026-0267,2026-02-04,4,good,"Made great progress on my science project with my team, looking forward to tomorrow.",False,SCH-001
CHK-031984,STU-2026-0267,2026-02-05,4,good,,False,SCH-001
CHK-031985,STU-2026-0267,2026-02-06,4,good,,False,SCH-001
CHK-031986,STU-2026-0267,2026-02-09,4,good,,False,SCH-001
CHK-031987,STU-2026-0267,2026-02-10,4,good,,False,SCH-001
CHK-031988,STU-2026-0267,2026-02-11,5,great,,False,SCH-001
CHK-031989,STU-2026-0267,2026-02-12,4,good,,False,SCH-001
CHK-031990,STU-2026-0267,2026-02-13,4,good,,False,SCH-001
CHK-031991,STU-2026-0267,2026-02-16,5,great,,False,SCH-001
CHK-031992,STU-2026-0267,2026-02-17,4,good,,False,SCH-001
CHK-031993,STU-2026-0267,2026-02-18,5,great,,False,SCH-001
CHK-031994,STU-2026-0267,2026-02-19,4,good,,False,SCH-001
CHK-031995,STU-2026-0267,2026-02-20,5,great,,False,SCH-001
CHK-031996,STU-2026-0267,2026-02-23,5,great,,False,SCH-001
CHK-031997,STU-2026-0267,2026-02-24,4,good,,False,SCH-001
CHK-031998,STU-2026-0267,2026-02-25,4,good,,True,SCH-001
CHK-031999,STU-2026-0267,2026-02-26,5,great,,False,SCH-001
CHK-032000,STU-2026-0267,2026-02-27,4,good,"Had lots of fun during sports period today, feeling refreshed and positive.",False,SCH-001
CHK-032001,STU-2026-0267,2026-03-02,5,great,"Had lots of fun during sports period today, feeling refreshed and positive.",False,SCH-001
CHK-032002,STU-2026-0267,2026-03-03,4,good,,False,SCH-001
CHK-032003,STU-2026-0267,2026-03-04,4,good,,False,SCH-001
CHK-032004,STU-2026-0267,2026-03-05,4,good,,False,SCH-001
CHK-032005,STU-2026-0267,2026-03-06,5,great,,False,SCH-001
CHK-032006,STU-2026-0267,2026-03-09,4,good,,False,SCH-001
CHK-032007,STU-2026-0267,2026-03-10,5,great,"Had lots of fun during sports period today, feeling refreshed and positive.",False,SCH-001
CHK-032008,STU-2026-0267,2026-03-11,4,good,,False,SCH-001
CHK-032009,STU-2026-0267,2026-03-12,4,good,,False,SCH-001
CHK-032010,STU-2026-0267,2026-03-13,5,great,,False,SCH-001
CHK-032011,STU-2026-0267,2026-03-16,4,good,,False,SCH-001
CHK-032012,STU-2026-0267,2026-03-17,4,good,,False,SCH-001
CHK-032013,STU-2026-0267,2026-03-18,4,good,,False,SCH-001
CHK-032014,STU-2026-0267,2026-03-19,4,good,,False,SCH-001
CHK-032015,STU-2026-0267,2026-03-20,4,good,,False,SCH-001
CHK-032016,STU-2026-0267,2026-03-23,4,good,,False,SCH-001
CHK-032017,STU-2026-0267,2026-03-24,3,okay,,False,SCH-001
CHK-032018,STU-2026-0267,2026-03-25,4,good,"Feeling energetic and happy, had a wonderful conversation with my classmates.",False,SCH-001
CHK-032019,STU-2026-0267,2026-03-26,4,good,,False,SCH-001
CHK-032020,STU-2026-0267,2026-03-27,4,good,,False,SCH-001
CHK-032021,STU-2026-0267,2026-03-30,5,great,"The teacher appreciated my project work in front of everyone, feeling very accomplished!",False,SCH-001
CHK-032022,STU-2026-0267,2026-03-31,4,good,,False,SCH-001
CHK-032023,STU-2026-0267,2026-04-01,4,good,,False,SCH-001
CHK-032024,STU-2026-0267,2026-04-02,4,good,,False,SCH-001
CHK-032025,STU-2026-0267,2026-04-03,4,good,,False,SCH-001
CHK-032026,STU-2026-0267,2026-04-06,4,good,,False,SCH-001
CHK-032027,STU-2026-0267,2026-04-07,4,good,,False,SCH-001
CHK-032028,STU-2026-0267,2026-04-08,5,great,"Made great progress on my science project with my team, looking forward to tomorrow.",False,SCH-001
CHK-032029,STU-2026-0267,2026-04-09,5,great,,False,SCH-001
CHK-032030,STU-2026-0267,2026-04-10,5,great,"Had a great discussion in history class, feeling confident and motivated today.",False,SCH-001
CHK-032031,STU-2026-0267,2026-04-13,4,good,"The teacher appreciated my project work in front of everyone, feeling very accomplished!",False,SCH-001
CHK-032032,STU-2026-0267,2026-04-14,3,okay,,False,SCH-001
CHK-032033,STU-2026-0267,2026-04-15,4,good,Scored well on the math quiz! Hard work is finally paying off.,False,SCH-001
CHK-032034,STU-2026-0267,2026-04-16,4,good,,False,SCH-001
CHK-032035,STU-2026-0267,2026-04-17,4,good,,False,SCH-001
CHK-032036,STU-2026-0267,2026-04-20,5,great,,False,SCH-001
CHK-032037,STU-2026-0267,2026-04-21,4,good,"Really enjoyed chemistry lab today, our titration experiment worked out great!",False,SCH-001
CHK-032038,STU-2026-0267,2026-04-22,5,great,"Feeling energetic and happy, had a wonderful conversation with my classmates.",False,SCH-001
CHK-032039,STU-2026-0267,2026-04-23,4,good,,False,SCH-001
CHK-032040,STU-2026-0267,2026-04-24,4,good,Scored well on the math quiz! Hard work is finally paying off.,False,SCH-001
CHK-032041,STU-2026-0268,2025-11-10,3,okay,,False,SCH-001
CHK-032042,STU-2026-0268,2025-11-11,3,okay,,False,SCH-001
CHK-032043,STU-2026-0268,2025-11-12,4,good,,False,SCH-001
CHK-032044,STU-2026-0268,2025-11-13,3,okay,,False,SCH-001
CHK-032045,STU-2026-0268,2025-11-14,3,okay,,False,SCH-001
CHK-032046,STU-2026-0268,2025-11-17,3,okay,,False,SCH-001
CHK-032047,STU-2026-0268,2025-11-18,3,okay,"Normal day, lectures were standard and finished revision during free library period.",False,SCH-001
CHK-032048,STU-2026-0268,2025-11-19,2,low,"Constantly worrying that something terrible is going to happen, can't concentrate on lectures.",False,SCH-001
CHK-032049,STU-2026-0268,2025-11-20,4,good,,False,SCH-001
CHK-032050,STU-2026-0268,2025-11-21,4,good,,False,SCH-001
CHK-032051,STU-2026-0268,2025-11-24,3,okay,,False,SCH-001
CHK-032052,STU-2026-0268,2025-11-25,2,low,,False,SCH-001
CHK-032053,STU-2026-0268,2025-11-26,4,good,"Standard schedule today, ate lunch in cafeteria and prepared for tomorrow's lab.",False,SCH-001
CHK-032054,STU-2026-0268,2025-11-27,3,okay,,False,SCH-001
CHK-032055,STU-2026-0268,2025-11-28,3,okay,,False,SCH-001
CHK-032056,STU-2026-0268,2025-12-01,3,okay,,False,SCH-001
CHK-032057,STU-2026-0268,2025-12-02,3,okay,,False,SCH-001
CHK-032058,STU-2026-0268,2025-12-03,3,okay,,False,SCH-001
CHK-032059,STU-2026-0268,2025-12-04,3,okay,,False,SCH-001
CHK-032060,STU-2026-0268,2025-12-05,2,low,"Feeling severe burnout, no matter how hard I study my grades keep falling.",False,SCH-001
CHK-032061,STU-2026-0268,2025-12-08,3,okay,Regular school day. Completed notes in English and started the math homework.,False,SCH-001
CHK-032062,STU-2026-0268,2025-12-09,3,okay,,False,SCH-001
CHK-032063,STU-2026-0268,2025-12-10,4,good,,False,SCH-001
CHK-032064,STU-2026-0268,2025-12-11,3,okay,,False,SCH-001
CHK-032065,STU-2026-0268,2025-12-12,3,okay,,False,SCH-001
CHK-032066,STU-2026-0268,2025-12-15,2,low,I feel sick to my stomach every morning before entering the school gates.,False,SCH-001
CHK-032067,STU-2026-0268,2025-12-16,3,okay,"Ordinary day, attended all lectures and submitted the physics lab sheet.",False,SCH-001
CHK-032068,STU-2026-0268,2025-12-17,3,okay,,True,SCH-001
CHK-032069,STU-2026-0268,2025-12-18,3,okay,"Ordinary day, attended all lectures and submitted the physics lab sheet.",False,SCH-001
CHK-032070,STU-2026-0268,2025-12-19,3,okay,,False,SCH-001
CHK-032071,STU-2026-0268,2025-12-22,3,okay,,True,SCH-001
CHK-032072,STU-2026-0268,2025-12-23,3,okay,,False,SCH-001
CHK-032073,STU-2026-0268,2025-12-24,3,okay,,False,SCH-001
CHK-032074,STU-2026-0268,2025-12-25,4,good,,False,SCH-001
CHK-032075,STU-2026-0268,2025-12-26,3,okay,,True,SCH-001
CHK-032076,STU-2026-0268,2025-12-29,3,okay,I feel sick to my stomach every morning before entering the school gates.,False,SCH-001
CHK-032077,STU-2026-0268,2025-12-30,2,low,Couldn't sleep all night because I am terrified of failing the physics midterm tomorrow.,False,SCH-001
CHK-032078,STU-2026-0268,2025-12-31,3,okay,,False,SCH-001
CHK-032079,STU-2026-0268,2026-01-01,3,okay,,False,SCH-001
CHK-032080,STU-2026-0268,2026-01-02,3,okay,,False,SCH-001
CHK-032081,STU-2026-0268,2026-01-05,3,okay,"Nothing notable happened today, routine classes and caught the bus on time.",False,SCH-001
CHK-032082,STU-2026-0268,2026-01-06,3,okay,,False,SCH-001
CHK-032083,STU-2026-0268,2026-01-07,3,okay,Regular school day. Completed notes in English and started the math homework.,False,SCH-001
CHK-032084,STU-2026-0268,2026-01-08,3,okay,,False,SCH-001
CHK-032085,STU-2026-0268,2026-01-09,4,good,,False,SCH-001
CHK-032086,STU-2026-0268,2026-01-12,3,okay,,False,SCH-001
CHK-032087,STU-2026-0268,2026-01-13,2,low,Someone cornered me near the staircase and aggressively demanded my lunch money.,False,SCH-001
CHK-032088,STU-2026-0268,2026-01-14,3,okay,,False,SCH-001
CHK-032089,STU-2026-0268,2026-01-15,3,okay,,False,SCH-001
CHK-032090,STU-2026-0268,2026-01-16,4,good,,False,SCH-001
CHK-032091,STU-2026-0268,2026-01-19,3,okay,,False,SCH-001
CHK-032092,STU-2026-0268,2026-01-20,3,okay,,False,SCH-001
CHK-032093,STU-2026-0268,2026-01-21,3,okay,"Overwhelming nervousness about my exam ranks, I can't keep any food down today.",False,SCH-001
CHK-032094,STU-2026-0268,2026-01-22,3,okay,,False,SCH-001
CHK-032095,STU-2026-0268,2026-01-23,3,okay,,False,SCH-001
CHK-032096,STU-2026-0268,2026-01-26,3,okay,,False,SCH-001
CHK-032097,STU-2026-0268,2026-01-27,3,okay,,False,SCH-001
CHK-032098,STU-2026-0268,2026-01-28,4,good,,False,SCH-001
CHK-032099,STU-2026-0268,2026-01-29,3,okay,,False,SCH-001
CHK-032100,STU-2026-0268,2026-01-30,2,low,,True,SCH-001
CHK-032101,STU-2026-0268,2026-02-02,3,okay,,False,SCH-001
CHK-032102,STU-2026-0268,2026-02-03,3,okay,"Ordinary day, attended all lectures and submitted the physics lab sheet.",False,SCH-001
CHK-032103,STU-2026-0268,2026-02-04,3,okay,,False,SCH-001
CHK-032104,STU-2026-0268,2026-02-05,3,okay,"Standard school day, revised chapter 4 during the study break.",False,SCH-001
CHK-032105,STU-2026-0268,2026-02-06,4,good,,False,SCH-001
CHK-032106,STU-2026-0268,2026-02-09,3,okay,,False,SCH-001
CHK-032107,STU-2026-0268,2026-02-10,3,okay,"Standard schedule today, ate lunch in cafeteria and prepared for tomorrow's lab.",False,SCH-001
CHK-032108,STU-2026-0268,2026-02-11,3,okay,,False,SCH-001
CHK-032109,STU-2026-0268,2026-02-12,3,okay,,False,SCH-001
CHK-032110,STU-2026-0268,2026-02-13,3,okay,,False,SCH-001
CHK-032111,STU-2026-0268,2026-02-16,3,okay,,False,SCH-001
CHK-032112,STU-2026-0268,2026-02-17,3,okay,,False,SCH-001
CHK-032113,STU-2026-0268,2026-02-18,3,okay,Classes went as scheduled. Need to finish history assignment tonight.,False,SCH-001
CHK-032114,STU-2026-0268,2026-02-19,2,low,"Overwhelming nervousness about my exam ranks, I can't keep any food down today.",False,SCH-001
CHK-032115,STU-2026-0268,2026-02-20,3,okay,"Constantly worrying that something terrible is going to happen, can't concentrate on lectures.",True,SCH-001
CHK-032116,STU-2026-0268,2026-02-23,3,okay,,True,SCH-001
CHK-032117,STU-2026-0268,2026-02-24,3,okay,,False,SCH-001
CHK-032118,STU-2026-0268,2026-02-25,4,good,"Made great progress on my science project with my team, looking forward to tomorrow.",False,SCH-001
CHK-032119,STU-2026-0268,2026-02-26,3,okay,,False,SCH-001
CHK-032120,STU-2026-0268,2026-02-27,3,okay,,False,SCH-001
CHK-032121,STU-2026-0268,2026-03-02,3,okay,,False,SCH-001
CHK-032122,STU-2026-0268,2026-03-03,3,okay,,False,SCH-001
CHK-032123,STU-2026-0268,2026-03-04,3,okay,"Standard school day, revised chapter 4 during the study break.",False,SCH-001
CHK-032124,STU-2026-0268,2026-03-05,3,okay,,False,SCH-001
CHK-032125,STU-2026-0268,2026-03-06,3,okay,,False,SCH-001
CHK-032126,STU-2026-0268,2026-03-09,3,okay,,False,SCH-001
CHK-032127,STU-2026-0268,2026-03-10,3,okay,,False,SCH-001
CHK-032128,STU-2026-0268,2026-03-11,3,okay,,True,SCH-001
CHK-032129,STU-2026-0268,2026-03-12,3,okay,,False,SCH-001
CHK-032130,STU-2026-0268,2026-03-13,3,okay,,False,SCH-001
CHK-032131,STU-2026-0268,2026-03-16,3,okay,,False,SCH-001
CHK-032132,STU-2026-0268,2026-03-17,3,okay,,False,SCH-001
CHK-032133,STU-2026-0268,2026-03-18,3,okay,,False,SCH-001
CHK-032134,STU-2026-0268,2026-03-19,2,low,I had to eat lunch in the restroom stall again because nobody would let me sit with them.,False,SCH-001
CHK-032135,STU-2026-0268,2026-03-20,3,okay,"Nothing notable happened today, routine classes and caught the bus on time.",False,SCH-001
CHK-032136,STU-2026-0268,2026-03-23,3,okay,"Standard school day, revised chapter 4 during the study break.",False,SCH-001
CHK-032137,STU-2026-0268,2026-03-24,2,low,I had to eat lunch in the restroom stall again because nobody would let me sit with them.,False,SCH-001
CHK-032138,STU-2026-0268,2026-03-25,3,okay,,False,SCH-001
CHK-032139,STU-2026-0268,2026-03-26,3,okay,,False,SCH-001
CHK-032140,STU-2026-0268,2026-03-27,4,good,"Normal day, lectures were standard and finished revision during free library period.",False,SCH-001
CHK-032141,STU-2026-0268,2026-03-30,3,okay,,False,SCH-001
CHK-032142,STU-2026-0268,2026-03-31,3,okay,,False,SCH-001
CHK-032143,STU-2026-0268,2026-04-01,3,okay,,False,SCH-001
CHK-032144,STU-2026-0268,2026-04-02,3,okay,,False,SCH-001
CHK-032145,STU-2026-0268,2026-04-03,3,okay,Classes went as scheduled. Need to finish history assignment tonight.,False,SCH-001
CHK-032146,STU-2026-0268,2026-04-06,3,okay,,False,SCH-001
CHK-032147,STU-2026-0268,2026-04-07,3,okay,My heart starts pounding and my hands shake uncontrollably whenever the teacher calls on students.,False,SCH-001
CHK-032148,STU-2026-0268,2026-04-08,2,low,"Left out of every activity during sports period, nobody picks me for their team.",False,SCH-001
