assignmentId,classId,subjectId,teacherId,title,dueDate,maxMarks,schoolId
ASG-0525,CLS-11A,SUB-HIST,TCH-005,History Assignment #15,2026-04-13,20,SCH-001
ASG-0526,CLS-11B,SUB-MATH,TCH-001,Mathematics Assignment #1,2025-09-01,20,SCH-001
ASG-0527,CLS-11B,SUB-MATH,TCH-001,Mathematics Assignment #2,2025-09-16,20,SCH-001
ASG-0528,CLS-11B,SUB-MATH,TCH-001,Mathematics Assignment #3,2025-10-01,20,SCH-001
ASG-0529,CLS-11B,SUB-MATH,TCH-001,Mathematics Assignment #4,2025-10-17,20,SCH-001
ASG-0530,CLS-11B,SUB-MATH,TCH-001,Mathematics Assignment #5,2025-11-03,20,SCH-001
ASG-0531,CLS-11B,SUB-MATH,TCH-001,Mathematics Assignment #6,2025-11-19,20,SCH-001
ASG-0532,CLS-11B,SUB-MATH,TCH-001,Mathematics Assignment #7,2025-12-04,20,SCH-001
ASG-0533,CLS-11B,SUB-MATH,TCH-001,Mathematics Assignment #8,2025-12-22,20,SCH-001
ASG-0534,CLS-11B,SUB-MATH,TCH-001,Mathematics Assignment #9,2026-01-06,20,SCH-001
ASG-0535,CLS-11B,SUB-MATH,TCH-001,Mathematics Assignment #10,2026-01-21,20,SCH-001
ASG-0536,CLS-11B,SUB-MATH,TCH-001,Mathematics Assignment #11,2026-02-06,20,SCH-001
ASG-0537,CLS-11B,SUB-MATH,TCH-001,Mathematics Assignment #12,2026-02-23,20,SCH-001
ASG-0538,CLS-11B,SUB-MATH,TCH-001,Mathematics Assignment #13,2026-03-11,20,SCH-001
ASG-0539,CLS-11B,SUB-MATH,TCH-001,Mathematics Assignment #14,2026-03-26,20,SCH-001
ASG-0540,CLS-11B,SUB-MATH,TCH-001,Mathematics Assignment #15,2026-04-13,20,SCH-001
ASG-0541,CLS-11B,SUB-PHY,TCH-002,Physics Assignment #1,2025-09-01,20,SCH-001
ASG-0542,CLS-11B,SUB-PHY,TCH-002,Physics Assignment #2,2025-09-16,20,SCH-001
ASG-0543,CLS-11B,SUB-PHY,TCH-002,Physics Assignment #3,2025-10-01,20,SCH-001
ASG-0544,CLS-11B,SUB-PHY,TCH-002,Physics Assignment #4,2025-10-17,20,SCH-001
ASG-0545,CLS-11B,SUB-PHY,TCH-002,Physics Assignment #5,2025-11-03,20,SCH-001
ASG-0546,CLS-11B,SUB-PHY,TCH-002,Physics Assignment #6,2025-11-19,20,SCH-001
ASG-0547,CLS-11B,SUB-PHY,TCH-002,Physics Assignment #7,2025-12-04,20,SCH-001
ASG-0548,CLS-11B,SUB-PHY,TCH-002,Physics Assignment #8,2025-12-22,20,SCH-001
ASG-0549,CLS-11B,SUB-PHY,TCH-002,Physics Assignment #9,2026-01-06,20,SCH-001
ASG-0550,CLS-11B,SUB-PHY,TCH-002,Physics Assignment #10,2026-01-21,20,SCH-001
ASG-0551,CLS-11B,SUB-PHY,TCH-002,Physics Assignment #11,2026-02-06,20,SCH-001
ASG-0552,CLS-11B,SUB-PHY,TCH-002,Physics Assignment #12,2026-02-23,20,SCH-001
ASG-0553,CLS-11B,SUB-PHY,TCH-002,Physics Assignment #13,2026-03-11,20,SCH-001
ASG-0554,CLS-11B,SUB-PHY,TCH-002,Physics Assignment #14,2026-03-26,20,SCH-001
ASG-0555,CLS-11B,SUB-PHY,TCH-002,Physics Assignment #15,2026-04-13,20,SCH-001
ASG-0556,CLS-11B,SUB-CHEM,TCH-003,Chemistry Assignment #1,2025-09-01,20,SCH-001
ASG-0557,CLS-11B,SUB-CHEM,TCH-003,Chemistry Assignment #2,2025-09-16,20,SCH-001
ASG-0558,CLS-11B,SUB-CHEM,TCH-003,Chemistry Assignment #3,2025-10-01,20,SCH-001
ASG-0559,CLS-11B,SUB-CHEM,TCH-003,Chemistry Assignment #4,2025-10-17,20,SCH-001
ASG-0560,CLS-11B,SUB-CHEM,TCH-003,Chemistry Assignment #5,2025-11-03,20,SCH-001
ASG-0561,CLS-11B,SUB-CHEM,TCH-003,Chemistry Assignment #6,2025-11-19,20,SCH-001
ASG-0562,CLS-11B,SUB-CHEM,TCH-003,Chemistry Assignment #7,2025-12-04,20,SCH-001
ASG-0563,CLS-11B,SUB-CHEM,TCH-003,Chemistry Assignment #8,2025-12-22,20,SCH-001
ASG-0564,CLS-11B,SUB-CHEM,TCH-003,Chemistry Assignment #9,2026-01-06,20,SCH-001
ASG-0565,CLS-11B,SUB-CHEM,TCH-003,Chemistry Assignment #10,2026-01-21,20,SCH-001
ASG-0566,CLS-11B,SUB-CHEM,TCH-003,Chemistry Assignment #11,2026-02-06,20,SCH-001
ASG-0567,CLS-11B,SUB-CHEM,TCH-003,Chemistry Assignment #12,2026-02-23,20,SCH-001
ASG-0568,CLS-11B,SUB-CHEM,TCH-003,Chemistry Assignment #13,2026-03-11,20,SCH-001
ASG-0569,CLS-11B,SUB-CHEM,TCH-003,Chemistry Assignment #14,2026-03-26,20,SCH-001
ASG-0570,CLS-11B,SUB-CHEM,TCH-003,Chemistry Assignment #15,2026-04-13,20,SCH-001
ASG-0571,CLS-11B,SUB-ENG,TCH-004,English Assignment #1,2025-09-01,20,SCH-001
ASG-0572,CLS-11B,SUB-ENG,TCH-004,English Assignment #2,2025-09-16,20,SCH-001
ASG-0573,CLS-11B,SUB-ENG,TCH-004,English Assignment #3,2025-10-01,20,SCH-001
ASG-0574,CLS-11B,SUB-ENG,TCH-004,English Assignment #4,2025-10-17,20,SCH-001
ASG-0575,CLS-11B,SUB-ENG,TCH-004,English Assignment #5,2025-11-03,20,SCH-001
ASG-0576,CLS-11B,SUB-ENG,TCH-004,English Assignment #6,2025-11-19,20,SCH-001
ASG-0577,CLS-11B,SUB-ENG,TCH-004,English Assignment #7,2025-12-04,20,SCH-001
ASG-0578,CLS-11B,SUB-ENG,TCH-004,English Assignment #8,2025-12-22,20,SCH-001
ASG-0579,CLS-11B,SUB-ENG,TCH-004,English Assignment #9,2026-01-06,20,SCH-001
ASG-0580,CLS-11B,SUB-ENG,TCH-004,English Assignment #10,2026-01-21,20,SCH-001
ASG-0581,CLS-11B,SUB-ENG,TCH-004,English Assignment #11,2026-02-06,20,SCH-001
ASG-0582,CLS-11B,SUB-ENG,TCH-004,English Assignment #12,2026-02-23,20,SCH-001
ASG-0583,CLS-11B,SUB-ENG,TCH-004,English Assignment #13,2026-03-11,20,SCH-001
ASG-0584,CLS-11B,SUB-ENG,TCH-004,English Assignment #14,2026-03-26,20,SCH-001
ASG-0585,CLS-11B,SUB-ENG,TCH-004,English Assignment #15,2026-04-13,20,SCH-001
ASG-0586,CLS-11B,SUB-HIST,TCH-005,History Assignment #1,2025-09-01,20,SCH-001
ASG-0587,CLS-11B,SUB-HIST,TCH-005,History Assignment #2,2025-09-16,20,SCH-001
ASG-0588,CLS-11B,SUB-HIST,TCH-005,History Assignment #3,2025-10-01,20,SCH-001
ASG-0589,CLS-11B,SUB-HIST,TCH-005,History Assignment #4,2025-10-17,20,SCH-001
ASG-0590,CLS-11B,SUB-HIST,TCH-005,History Assignment #5,2025-11-03,20,SCH-001
ASG-0591,CLS-11B,SUB-HIST,TCH-005,History Assignment #6,2025-11-19,20,SCH-001
ASG-0592,CLS-11B,SUB-HIST,TCH-005,History Assignment #7,2025-12-04,20,SCH-001
ASG-0593,CLS-11B,SUB-HIST,TCH-005,History Assignment #8,2025-12-22,20,SCH-001
ASG-0594,CLS-11B,SUB-HIST,TCH-005,History Assignment #9,2026-01-06,20,SCH-001
ASG-0595,CLS-11B,SUB-HIST,TCH-005,History Assignment #10,2026-01-21,20,SCH-001
ASG-0596,CLS-11B,SUB-HIST,TCH-005,History Assignment #11,2026-02-06,20,SCH-001
ASG-0597,CLS-11B,SUB-HIST,TCH-005,History Assignment #12,2026-02-23,20,SCH-001
ASG-0598,CLS-11B,SUB-HIST,TCH-005,History Assignment #13,2026-03-11,20,SCH-001
ASG-0599,CLS-11B,SUB-HIST,TCH-005,History Assignment #14,2026-03-26,20,SCH-001
ASG-0600,CLS-11B,SUB-HIST,TCH-005,History Assignment #15,2026-04-13,20,SCH-001
ASG-0601,CLS-11C,SUB-MATH,TCH-001,Mathematics Assignment #1,2025-09-01,20,SCH-001
ASG-0602,CLS-11C,SUB-MATH,TCH-001,Mathematics Assignment #2,2025-09-16,20,SCH-001
ASG-0603,CLS-11C,SUB-MATH,TCH-001,Mathematics Assignment #3,2025-10-01,20,SCH-001
ASG-0604,CLS-11C,SUB-MATH,TCH-001,Mathematics Assignment #4,2025-10-17,20,SCH-001
ASG-0605,CLS-11C,SUB-MATH,TCH-001,Mathematics Assignment #5,2025-11-03,20,SCH-001
ASG-0606,CLS-11C,SUB-MATH,TCH-001,Mathematics Assignment #6,2025-11-19,20,SCH-001
ASG-0607,CLS-11C,SUB-MATH,TCH-001,Mathematics Assignment #7,2025-12-04,20,SCH-001
ASG-0608,CLS-11C,SUB-MATH,TCH-001,Mathematics Assignment #8,2025-12-22,20,SCH-001
ASG-0609,CLS-11C,SUB-MATH,TCH-001,Mathematics Assignment #9,2026-01-06,20,SCH-001
ASG-0610,CLS-11C,SUB-MATH,TCH-001,Mathematics Assignment #10,2026-01-21,20,SCH-001
ASG-0611,CLS-11C,SUB-MATH,TCH-001,Mathematics Assignment #11,2026-02-06,20,SCH-001
ASG-0612,CLS-11C,SUB-MATH,TCH-001,Mathematics Assignment #12,2026-02-23,20,SCH-001
ASG-0613,CLS-11C,SUB-MATH,TCH-001,Mathematics Assignment #13,2026-03-11,20,SCH-001
ASG-0614,CLS-11C,SUB-MATH,TCH-001,Mathematics Assignment #14,2026-03-26,20,SCH-001
ASG-0615,CLS-11C,SUB-MATH,TCH-001,Mathematics Assignment #15,2026-04-13,20,SCH-001
ASG-0616,CLS-11C,SUB-PHY,TCH-002,Physics Assignment #1,2025-09-01,20,SCH-001
ASG-0617,CLS-11C,SUB-PHY,TCH-002,Physics Assignment #2,2025-09-16,20,SCH-001
ASG-0618,CLS-11C,SUB-PHY,TCH-002,Physics Assignment #3,2025-10-01,20,SCH-001
ASG-0619,CLS-11C,SUB-PHY,TCH-002,Physics Assignment #4,2025-10-17,20,SCH-001
ASG-0620,CLS-11C,SUB-PHY,TCH-002,Physics Assignment #5,2025-11-03,20,SCH-001
ASG-0621,CLS-11C,SUB-PHY,TCH-002,Physics Assignment #6,2025-11-19,20,SCH-001
ASG-0622,CLS-11C,SUB-PHY,TCH-002,Physics Assignment #7,2025-12-04,20,SCH-001
ASG-0623,CLS-11C,SUB-PHY,TCH-002,Physics Assignment #8,2025-12-22,20,SCH-001
ASG-0624,CLS-11C,SUB-PHY,TCH-002,Physics Assignment #9,2026-01-06,20,SCH-001
ASG-0625,CLS-11C,SUB-PHY,TCH-002,Physics Assignment #10,2026-01-21,20,SCH-001
ASG-0626,CLS-11C,SUB-PHY,TCH-002,Physics Assignment #11,2026-02-06,20,SCH-001
ASG-0627,CLS-11C,SUB-PHY,TCH-002,Physics Assignment #12,2026-02-23,20,SCH-001
ASG-0628,CLS-11C,SUB-PHY,TCH-002,Physics Assignment #13,2026-03-11,20,SCH-001
ASG-0629,CLS-11C,SUB-PHY,TCH-002,Physics Assignment #14,2026-03-26,20,SCH-001
ASG-0630,CLS-11C,SUB-PHY,TCH-002,Physics Assignment #15,2026-04-13,20,SCH-001
ASG-0631,CLS-11C,SUB-CHEM,TCH-003,Chemistry Assignment #1,2025-09-01,20,SCH-001
ASG-0632,CLS-11C,SUB-CHEM,TCH-003,Chemistry Assignment #2,2025-09-16,20,SCH-001
ASG-0633,CLS-11C,SUB-CHEM,TCH-003,Chemistry Assignment #3,2025-10-01,20,SCH-001
ASG-0634,CLS-11C,SUB-CHEM,TCH-003,Chemistry Assignment #4,2025-10-17,20,SCH-001
ASG-0635,CLS-11C,SUB-CHEM,TCH-003,Chemistry Assignment #5,2025-11-03,20,SCH-001
ASG-0636,CLS-11C,SUB-CHEM,TCH-003,Chemistry Assignment #6,2025-11-19,20,SCH-001
ASG-0637,CLS-11C,SUB-CHEM,TCH-003,Chemistry Assignment #7,2025-12-04,20,SCH-001
ASG-0638,CLS-11C,SUB-CHEM,TCH-003,Chemistry Assignment #8,2025-12-22,20,SCH-001
ASG-0639,CLS-11C,SUB-CHEM,TCH-003,Chemistry Assignment #9,2026-01-06,20,SCH-001
ASG-0640,CLS-11C,SUB-CHEM,TCH-003,Chemistry Assignment #10,2026-01-21,20,SCH-001
ASG-0641,CLS-11C,SUB-CHEM,TCH-003,Chemistry Assignment #11,2026-02-06,20,SCH-001
ASG-0642,CLS-11C,SUB-CHEM,TCH-003,Chemistry Assignment #12,2026-02-23,20,SCH-001
ASG-0643,CLS-11C,SUB-CHEM,TCH-003,Chemistry Assignment #13,2026-03-11,20,SCH-001
ASG-0644,CLS-11C,SUB-CHEM,TCH-003,Chemistry Assignment #14,2026-03-26,20,SCH-001
ASG-0645,CLS-11C,SUB-CHEM,TCH-003,Chemistry Assignment #15,2026-04-13,20,SCH-001
ASG-0646,CLS-11C,SUB-ENG,TCH-004,English Assignment #1,2025-09-01,20,SCH-001
ASG-0647,CLS-11C,SUB-ENG,TCH-004,English Assignment #2,2025-09-16,20,SCH-001
ASG-0648,CLS-11C,SUB-ENG,TCH-004,English Assignment #3,2025-10-01,20,SCH-001
ASG-0649,CLS-11C,SUB-ENG,TCH-004,English Assignment #4,2025-10-17,20,SCH-001
ASG-0650,CLS-11C,SUB-ENG,TCH-004,English Assignment #5,2025-11-03,20,SCH-001
ASG-0651,CLS-11C,SUB-ENG,TCH-004,English Assignment #6,2025-11-19,20,SCH-001
ASG-0652,CLS-11C,SUB-ENG,TCH-004,English Assignment #7,2025-12-04,20,SCH-001
ASG-0653,CLS-11C,SUB-ENG,TCH-004,English Assignment #8,2025-12-22,20,SCH-001
ASG-0654,CLS-11C,SUB-ENG,TCH-004,English Assignment #9,2026-01-06,20,SCH-001
ASG-0655,CLS-11C,SUB-ENG,TCH-004,English Assignment #10,2026-01-21,20,SCH-001
ASG-0656,CLS-11C,SUB-ENG,TCH-004,English Assignment #11,2026-02-06,20,SCH-001
ASG-0657,CLS-11C,SUB-ENG,TCH-004,English Assignment #12,2026-02-23,20,SCH-001
ASG-0658,CLS-11C,SUB-ENG,TCH-004,English Assignment #13,2026-03-11,20,SCH-001
ASG-0659,CLS-11C,SUB-ENG,TCH-004,English Assignment #14,2026-03-26,20,SCH-001
ASG-0660,CLS-11C,SUB-ENG,TCH-004,English Assignment #15,2026-04-13,20,SCH-001
ASG-0661,CLS-11C,SUB-HIST,TCH-005,History Assignment #1,2025-09-01,20,SCH-001
ASG-0662,CLS-11C,SUB-HIST,TCH-005,History Assignment #2,2025-09-16,20,SCH-001
ASG-0663,CLS-11C,SUB-HIST,TCH-005,History Assignment #3,2025-10-01,20,SCH-001
ASG-0664,CLS-11C,SUB-HIST,TCH-005,History Assignment #4,2025-10-17,20,SCH-001
ASG-0665,CLS-11C,SUB-HIST,TCH-005,History Assignment #5,2025-11-03,20,SCH-001
ASG-0666,CLS-11C,SUB-HIST,TCH-005,History Assignment #6,2025-11-19,20,SCH-001
ASG-0667,CLS-11C,SUB-HIST,TCH-005,History Assignment #7,2025-12-04,20,SCH-001
ASG-0668,CLS-11C,SUB-HIST,TCH-005,History Assignment #8,2025-12-22,20,SCH-001
ASG-0669,CLS-11C,SUB-HIST,TCH-005,History Assignment #9,2026-01-06,20,SCH-001
ASG-0670,CLS-11C,SUB-HIST,TCH-005,History Assignment #10,2026-01-21,20,SCH-001
ASG-0671,CLS-11C,SUB-HIST,TCH-005,History Assignment #11,2026-02-06,20,SCH-001
ASG-0672,CLS-11C,SUB-HIST,TCH-005,History Assignment #12,2026-02-23,20,SCH-001
ASG-0673,CLS-11C,SUB-HIST,TCH-005,History Assignment #13,2026-03-11,20,SCH-001
ASG-0674,CLS-11C,SUB-HIST,TCH-005,History Assignment #14,2026-03-26,20,SCH-001
ASG-0675,CLS-11C,SUB-HIST,TCH-005,History Assignment #15,2026-04-13,20,SCH-001
