studentId,subjectId,grade_level,attendance_rate_30d,attendance_rate_90d,homework_completion_rate,avg_score_current_term,avg_score_prev_term,score_trend,engagement_score,behavior_concerns_count,predictedScore,predictedGradeBand
STU-2026-0345,SUB-CHEM,10,0.961,0.9653,0.97,67.26,77.59,-0.0265,80.17,0,63.79,C
STU-2026-0346,SUB-CHEM,10,1.0,0.9784,0.8985,78.22,68.78,0.0623,83.2,0,73.73,B
STU-2026-0347,SUB-CHEM,10,0.9713,0.9582,0.9127,88.68,81.27,0.0379,90.94,1,82.72,A
STU-2026-0348,SUB-CHEM,10,0.9403,0.9281,0.9565,76.9,79.14,0.0397,91.4,0,70.18,B
STU-2026-0349,SUB-CHEM,10,0.9517,0.9296,0.9467,74.93,79.41,0.1031,90.59,1,74.94,B
STU-2026-0350,SUB-CHEM,10,0.8912,0.8398,0.7238,81.23,80.29,0.0247,66.53,0,71.93,B
STU-2026-0351,SUB-CHEM,10,0.9101,0.9456,0.8583,71.03,83.02,0.0169,83.95,0,71.73,B
STU-2026-0352,SUB-CHEM,10,0.9647,0.9833,0.9611,69.27,70.88,0.0807,99.0,0,68.42,C
STU-2026-0353,SUB-CHEM,10,0.9713,0.9923,0.874,83.66,83.45,0.0667,92.45,0,79.99,B
STU-2026-0354,SUB-CHEM,10,0.9763,0.9581,0.9165,83.05,95.45,0.0188,78.06,0,78.21,B
STU-2026-0355,SUB-CHEM,10,0.6097,0.6316,0.2626,39.15,54.69,-0.1897,29.25,4,39.91,F
STU-2026-0356,SUB-CHEM,10,0.9509,0.9546,0.8847,85.93,79.64,0.0607,74.96,0,76.79,B
STU-2026-0357,SUB-CHEM,10,0.933,0.9332,0.9228,65.03,62.34,0.0513,80.07,1,61.99,C
STU-2026-0358,SUB-CHEM,10,0.9339,0.8971,0.9249,87.31,86.31,0.1201,87.43,0,80.21,A
STU-2026-0359,SUB-CHEM,10,0.9203,0.9064,1.0,77.4,76.89,0.0299,85.65,1,73.76,B
STU-2026-0360,SUB-CHEM,10,0.8847,0.9227,0.8968,86.79,90.27,0.199,68.2,0,84.23,A
STU-2026-0361,SUB-CHEM,10,0.9495,0.9849,0.8622,79.82,83.56,-0.0607,82.7,0,72.1,B
STU-2026-0362,SUB-CHEM,10,0.8751,0.9335,0.8936,73.46,58.53,0.045,75.0,0,68.23,C
STU-2026-0363,SUB-CHEM,10,0.8226,0.8504,0.7688,78.44,76.43,-0.0144,50.9,0,76.26,B
STU-2026-0364,SUB-CHEM,10,0.7907,0.785,0.7358,61.24,67.93,-0.0025,79.12,2,59.79,D
STU-2026-0365,SUB-CHEM,10,0.9794,0.9411,0.9615,89.05,85.44,0.0389,86.24,0,87.24,A
STU-2026-0366,SUB-CHEM,10,0.9186,0.9531,0.9208,92.6,96.16,-0.0037,84.5,0,90.02,A
STU-2026-0367,SUB-CHEM,10,0.8905,0.9586,0.8229,75.18,76.42,0.0789,84.53,0,68.03,C
STU-2026-0368,SUB-CHEM,10,0.8927,0.8758,0.7352,57.45,67.44,-0.0058,47.86,2,52.34,D
STU-2026-0369,SUB-CHEM,10,0.971,0.9559,0.9345,97.67,94.19,0.0215,80.11,0,92.52,A
STU-2026-0370,SUB-CHEM,10,0.9302,0.9003,0.8829,75.04,82.99,0.0247,83.9,0,75.07,B
STU-2026-0371,SUB-CHEM,10,0.8278,0.8374,0.6951,66.83,65.36,0.2246,67.51,0,64.82,C
STU-2026-0372,SUB-CHEM,10,0.9321,0.8936,0.9102,80.89,83.34,-0.0182,86.26,0,78.88,B
STU-2026-0373,SUB-CHEM,10,0.9008,0.9395,0.913,80.02,70.55,-0.0657,90.64,0,73.22,B
STU-2026-0374,SUB-CHEM,10,0.9682,0.9762,0.9641,76.89,78.06,0.0931,91.18,0,74.73,B
STU-2026-0375,SUB-CHEM,10,0.9214,0.8987,1.0,72.86,72.51,0.0429,79.71,0,72.36,B
STU-2026-0376,SUB-CHEM,10,0.9859,0.9415,0.834,81.29,80.33,0.0794,87.19,0,74.53,B
STU-2026-0377,SUB-CHEM,10,0.6032,0.6368,0.3602,53.68,71.3,-0.4474,15.19,7,47.16,F
STU-2026-0378,SUB-CHEM,10,0.5273,0.5477,0.15,27.96,33.66,-0.3276,17.32,5,23.72,F
STU-2026-0379,SUB-CHEM,10,0.9805,0.9646,0.87,71.71,77.87,0.0829,84.15,1,65.87,C
STU-2026-0380,SUB-CHEM,10,0.9447,0.9265,0.8735,70.0,67.11,-0.0159,74.51,1,69.41,C
STU-2026-0381,SUB-CHEM,10,0.9665,1.0,0.9061,84.79,82.97,-0.0413,79.77,0,81.2,A
STU-2026-0382,SUB-CHEM,10,0.914,0.9556,0.8711,78.94,70.85,0.0948,86.08,0,78.39,B
STU-2026-0383,SUB-CHEM,10,0.9452,0.932,0.926,75.4,72.6,-0.0246,84.57,1,69.58,C
STU-2026-0384,SUB-CHEM,10,0.9094,0.8492,0.8709,86.25,75.65,0.1011,94.75,0,81.07,A
STU-2026-0385,SUB-CHEM,10,0.9266,0.9167,0.8327,80.54,80.79,-0.0124,70.22,0,78.23,B
STU-2026-0386,SUB-CHEM,10,0.623,0.6621,0.3577,41.19,61.74,-0.2074,34.64,4,41.07,F
STU-2026-0387,SUB-CHEM,10,0.5911,0.6428,0.1962,36.09,39.56,-0.3574,15.0,6,32.17,F
STU-2026-0388,SUB-CHEM,10,1.0,1.0,0.938,62.48,59.16,0.0488,82.0,1,58.5,D
STU-2026-0389,SUB-CHEM,10,0.9604,0.9462,0.953,84.94,89.75,0.1135,78.1,0,83.75,A
STU-2026-0390,SUB-CHEM,10,0.8753,0.8528,0.5848,76.68,79.97,0.1131,71.14,2,72.37,B
STU-2026-0391,SUB-CHEM,10,0.9403,0.9671,1.0,76.33,71.48,-0.0283,76.53,1,74.65,B
STU-2026-0392,SUB-CHEM,10,0.9373,0.9064,0.9919,86.31,91.11,0.0639,81.83,0,83.09,A
STU-2026-0393,SUB-CHEM,10,0.8373,0.8192,0.6355,75.86,68.19,0.0463,70.78,1,69.82,C
STU-2026-0394,SUB-CHEM,10,0.9782,0.9992,0.9537,63.01,72.26,-0.0288,68.05,0,59.79,D
STU-2026-0395,SUB-CHEM,10,0.9255,0.935,0.9097,78.6,75.07,0.066,87.26,1,75.26,B
STU-2026-0396,SUB-CHEM,10,0.9858,0.9881,0.931,86.38,84.9,-0.0531,70.69,0,78.58,B
STU-2026-0397,SUB-CHEM,11,0.5051,0.584,0.1856,41.67,48.38,-0.6617,15.0,3,32.39,F
STU-2026-0398,SUB-CHEM,11,0.979,0.9599,0.9029,84.07,78.69,0.1092,83.12,1,78.96,B
STU-2026-0399,SUB-CHEM,11,0.9446,0.9608,0.9655,75.59,73.36,0.1621,80.5,0,67.82,C
STU-2026-0400,SUB-CHEM,11,0.931,0.9538,0.9479,73.77,75.1,-0.0596,95.23,0,68.11,C
STU-2026-0401,SUB-CHEM,11,0.899,0.91,0.9153,78.38,67.36,0.0678,90.11,0,72.67,B
STU-2026-0402,SUB-CHEM,11,0.931,0.9407,0.8835,82.99,81.45,-0.0429,64.89,0,77.34,B
STU-2026-0403,SUB-CHEM,11,0.918,0.9454,0.9121,92.02,90.37,0.0281,86.12,0,89.61,A
STU-2026-0404,SUB-CHEM,11,0.9363,0.8824,0.8686,76.65,75.46,0.072,71.67,0,75.48,B
STU-2026-0405,SUB-CHEM,11,0.9776,0.971,0.8951,67.72,74.27,0.072,81.65,0,66.51,C
STU-2026-0406,SUB-CHEM,11,0.9444,0.9311,0.9462,73.86,67.71,0.0652,81.74,0,71.58,B
STU-2026-0407,SUB-CHEM,11,0.8385,0.8129,0.6391,75.92,75.74,0.0182,56.0,2,72.03,B
STU-2026-0408,SUB-CHEM,11,0.9728,1.0,0.9109,83.32,79.24,0.0488,83.15,1,76.96,B
STU-2026-0409,SUB-CHEM,11,0.8855,0.9208,0.8958,77.69,77.15,-0.15,77.6,0,74.19,B
STU-2026-0410,SUB-CHEM,11,0.8472,0.8784,0.7423,62.42,67.8,0.0379,58.48,1,63.93,C
STU-2026-0411,SUB-CHEM,11,0.951,0.9392,0.8922,90.62,88.56,-0.0691,71.96,0,83.63,A
STU-2026-0412,SUB-CHEM,11,0.9247,0.9011,0.8158,63.9,65.34,0.0798,49.38,1,61.94,C
STU-2026-0413,SUB-CHEM,11,0.9796,0.9957,0.924,79.09,81.55,-0.0649,78.58,0,73.26,B
STU-2026-0414,SUB-CHEM,11,0.9419,0.9635,0.9211,65.66,68.11,0.0658,82.16,0,62.03,C
STU-2026-0415,SUB-CHEM,11,0.9421,0.9581,0.9155,68.97,69.71,-0.0406,86.65,0,68.01,C
STU-2026-0416,SUB-CHEM,11,0.8915,0.8927,0.7476,75.01,71.49,0.0605,50.37,2,69.97,C
STU-2026-0417,SUB-CHEM,11,0.9413,0.9937,0.8919,79.89,80.17,-0.0431,75.55,0,75.63,B
STU-2026-0418,SUB-CHEM,11,0.9627,0.9403,0.8974,79.05,71.19,0.0294,88.86,0,78.03,B
STU-2026-0419,SUB-CHEM,11,0.8694,0.8745,0.8896,78.73,82.18,0.0183,79.84,0,73.4,B
STU-2026-0420,SUB-CHEM,11,0.9186,0.9218,0.9337,67.19,78.12,0.0697,83.71,0,64.37,C
STU-2026-0421,SUB-CHEM,11,0.984,0.9284,0.8692,84.91,86.39,0.019,89.12,0,79.96,B
STU-2026-0422,SUB-CHEM,11,0.955,0.9181,0.8827,79.36,86.91,0.0772,73.57,0,80.19,A
STU-2026-0423,SUB-CHEM,11,0.9305,0.9456,0.9888,84.83,83.75,-0.1404,91.62,1,78.57,B
STU-2026-0424,SUB-CHEM,11,0.8362,0.8399,0.7072,80.3,77.89,0.1739,55.84,0,81.74,A
STU-2026-0425,SUB-CHEM,11,1.0,0.9303,0.9004,68.68,60.64,-0.0194,89.71,0,62.3,C
STU-2026-0426,SUB-CHEM,11,0.9401,0.9769,0.9488,94.13,85.64,-0.0117,81.51,1,87.92,A
STU-2026-0427,SUB-CHEM,11,0.8559,0.8361,0.7509,80.04,75.23,0.069,60.43,1,75.61,B
STU-2026-0428,SUB-CHEM,11,0.8965,0.9023,0.8559,76.26,85.96,0.0069,93.82,1,74.59,B
STU-2026-0429,SUB-CHEM,11,1.0,1.0,0.9483,94.93,88.09,0.1343,88.12,0,91.74,A
STU-2026-0430,SUB-CHEM,11,0.9165,0.9045,1.0,79.97,73.85,0.1158,72.73,0,71.22,B
STU-2026-0431,SUB-CHEM,11,0.9797,0.9659,0.8963,66.8,67.37,-0.0031,80.68,0,62.55,C
STU-2026-0432,SUB-CHEM,11,0.9475,0.9501,1.0,87.36,82.96,0.0846,74.55,0,83.51,A
STU-2026-0433,SUB-CHEM,11,0.9659,0.9547,0.9319,79.5,77.5,0.0863,90.99,0,75.87,B
STU-2026-0434,SUB-CHEM,11,0.9646,0.9792,0.8094,80.64,87.08,0.0923,80.2,1,79.0,B
STU-2026-0435,SUB-CHEM,11,0.8712,0.8207,0.8456,70.21,75.78,0.0563,49.04,2,67.11,C
STU-2026-0436,SUB-CHEM,11,0.9176,0.9311,0.8233,74.81,77.14,0.0592,77.49,0,70.71,B
STU-2026-0437,SUB-CHEM,11,0.9525,0.9779,0.8387,80.56,77.38,0.0317,74.87,0,77.11,B
STU-2026-0438,SUB-CHEM,11,0.5935,0.6268,0.334,30.6,47.01,-0.3741,50.6,4,28.37,F
STU-2026-0439,SUB-CHEM,11,0.9489,0.9353,0.874,74.22,70.94,-0.0032,77.7,1,71.36,B
STU-2026-0440,SUB-CHEM,11,0.922,0.9664,0.8651,78.32,72.05,0.0216,89.46,1,72.07,B
STU-2026-0441,SUB-CHEM,11,0.9366,0.9066,0.8854,71.51,74.05,0.1337,73.08,0,69.37,C
STU-2026-0442,SUB-CHEM,11,0.9413,0.9282,0.9216,80.1,73.65,0.1567,92.01,0,75.33,B
STU-2026-0443,SUB-CHEM,11,0.8629,0.8974,0.8989,79.0,79.46,-0.0041,67.68,0,72.25,B
STU-2026-0444,SUB-CHEM,11,0.8958,0.9289,0.9769,79.87,76.35,0.0344,79.61,0,74.82,B
STU-2026-0445,SUB-CHEM,11,0.4554,0.4845,0.5032,44.7,64.87,-0.4767,25.62,3,42.53,F
STU-2026-0446,SUB-CHEM,11,0.9885,0.9934,0.9375,78.21,83.57,-0.0557,89.17,0,79.75,B
STU-2026-0447,SUB-CHEM,11,0.9752,0.9759,0.9274,89.26,91.34,-0.0969,83.76,0,84.62,A
STU-2026-0448,SUB-CHEM,11,0.8788,0.8899,0.7992,66.12,61.79,0.1657,69.05,1,60.18,C
STU-2026-0449,SUB-CHEM,11,0.9109,0.904,0.9512,92.04,87.72,0.1209,74.73,1,83.91,A
STU-2026-0450,SUB-CHEM,11,0.605,0.645,0.2518,57.3,64.22,-0.4015,32.11,2,59.33,D
STU-2026-0451,SUB-CHEM,11,0.8937,0.9154,0.7009,48.59,48.95,-0.0497,61.84,0,44.08,F
STU-2026-0452,SUB-CHEM,11,0.8004,0.8558,0.7694,81.67,82.52,-0.0372,62.05,1,77.45,B
STU-2026-0453,SUB-CHEM,11,0.9476,0.9475,0.9274,94.11,90.3,0.1051,76.02,0,90.83,A
STU-2026-0454,SUB-CHEM,11,0.9489,0.9547,0.9555,99.0,98.99,0.0356,80.84,0,94.79,A
STU-2026-0455,SUB-CHEM,11,0.9668,0.9869,0.9923,92.18,95.93,-0.0404,95.22,0,88.74,A
STU-2026-0456,SUB-CHEM,11,0.9273,0.9084,0.972,79.19,81.65,0.0953,79.43,0,73.35,B
STU-2026-0457,SUB-CHEM,11,0.9118,0.899,0.8835,79.77,79.39,0.0372,91.93,0,70.37,B
STU-2026-0458,SUB-CHEM,11,0.8823,0.9081,0.9585,71.41,72.48,0.0172,82.94,0,70.2,B
STU-2026-0459,SUB-CHEM,11,0.932,0.9242,0.9007,85.48,79.45,-0.068,85.7,0,81.89,A
STU-2026-0460,SUB-CHEM,11,0.6389,0.6852,0.4904,26.75,37.09,-0.5272,47.7,5,23.36,F
STU-2026-0461,SUB-CHEM,11,0.9672,1.0,0.8697,64.93,74.12,0.0846,70.77,0,63.31,C
STU-2026-0462,SUB-CHEM,11,0.8559,0.8272,0.6915,67.5,66.94,0.0168,56.47,1,61.27,C
STU-2026-0463,SUB-CHEM,11,0.9618,0.919,0.9072,99.0,99.0,0.088,83.99,0,95.97,A
STU-2026-0464,SUB-CHEM,11,0.87,0.8557,0.6823,59.56,56.0,-0.0446,63.12,2,51.48,D
STU-2026-0465,SUB-CHEM,11,0.8888,0.8717,0.8645,64.9,75.97,-0.0849,77.47,0,61.21,C
STU-2026-0466,SUB-CHEM,11,0.9373,0.9996,0.9555,72.06,72.06,0.1215,93.74,0,67.87,C
STU-2026-0467,SUB-CHEM,11,0.8756,0.8535,0.7581,73.28,66.03,0.0593,70.88,1,75.28,B
STU-2026-0468,SUB-CHEM,11,0.8217,0.8297,0.6831,75.93,70.79,-0.027,67.92,1,69.27,C
STU-2026-0469,SUB-CHEM,11,0.9715,0.9292,0.9634,73.74,72.59,0.0003,81.72,1,66.86,C
STU-2026-0470,SUB-CHEM,11,0.7854,0.813,0.7949,66.86,65.38,-0.0044,58.75,1,64.39,C
STU-2026-0471,SUB-CHEM,11,0.9755,0.982,0.8526,81.86,86.77,0.0185,81.08,0,75.39,B
STU-2026-0472,SUB-CHEM,11,0.552,0.6203,0.3536,41.12,48.04,-0.4268,34.11,8,40.94,F
STU-2026-0473,SUB-CHEM,11,0.9092,0.9047,0.6008,72.99,61.63,0.0952,58.54,0,70.44,B
STU-2026-0474,SUB-CHEM,11,0.9207,0.95,0.8969,68.97,71.67,0.1025,96.04,0,64.67,C
STU-2026-0475,SUB-CHEM,11,0.8931,0.9316,0.8764,71.92,74.96,-0.0402,89.48,1,68.65,C
STU-2026-0476,SUB-CHEM,11,0.8116,0.7817,0.9074,65.77,66.37,0.0916,65.88,1,60.03,C
STU-2026-0477,SUB-CHEM,11,0.8282,0.8458,0.6716,68.42,64.64,-0.1429,68.44,0,64.7,C
STU-2026-0478,SUB-CHEM,11,0.5709,0.6261,0.3316,58.7,66.29,-0.5231,17.92,4,53.01,D
STU-2026-0479,SUB-CHEM,11,0.9436,0.9055,0.7979,69.89,73.5,0.0403,91.58,0,66.32,C
STU-2026-0480,SUB-CHEM,11,0.9944,1.0,0.9168,70.3,61.65,-0.0225,84.04,0,64.9,C
STU-2026-0481,SUB-CHEM,11,1.0,0.9896,0.9433,78.25,82.29,0.094,92.54,0,77.87,B
STU-2026-0482,SUB-CHEM,11,0.9088,0.9154,0.878,64.9,63.19,0.0951,76.92,0,62.76,C
STU-2026-0483,SUB-CHEM,11,0.4723,0.5778,0.2546,23.44,34.13,-0.6029,32.89,5,24.62,F
STU-2026-0484,SUB-CHEM,11,0.9108,0.9511,0.9004,95.38,86.12,-0.0151,73.81,1,90.52,A
STU-2026-0485,SUB-CHEM,11,0.8712,0.9003,0.8736,95.39,98.42,0.0495,82.04,0,89.46,A
STU-2026-0486,SUB-CHEM,11,0.8666,0.8332,0.7851,75.48,77.66,0.073,58.65,2,75.55,B
STU-2026-0487,SUB-CHEM,11,0.9239,0.9337,0.8854,82.0,88.95,0.0067,83.57,0,77.22,B
STU-2026-0488,SUB-CHEM,11,0.9312,0.9697,0.8612,74.67,79.12,0.052,68.38,0,77.17,B
STU-2026-0489,SUB-CHEM,11,0.8643,0.8785,0.8318,80.17,76.0,0.0755,87.84,0,75.51,B
STU-2026-0490,SUB-CHEM,11,0.9411,0.9624,0.8607,83.76,71.96,-0.0091,75.9,1,82.21,A
STU-2026-0491,SUB-CHEM,11,0.8454,0.874,0.907,87.83,93.8,0.0247,77.79,0,83.78,A
STU-2026-0492,SUB-CHEM,11,0.9832,0.9249,1.0,82.7,82.15,-0.1463,87.61,0,72.39,B
STU-2026-0493,SUB-CHEM,11,1.0,0.9635,0.9426,74.68,74.89,0.148,73.76,0,73.61,B
STU-2026-0494,SUB-CHEM,11,0.8841,0.912,1.0,78.91,76.89,0.0882,95.27,0,74.51,B
STU-2026-0495,SUB-CHEM,11,0.9803,0.9944,0.9206,79.11,83.7,0.1092,79.84,0,71.9,B
STU-2026-0496,SUB-CHEM,11,0.6519,0.725,0.2802,32.19,53.05,-0.5389,17.41,4,31.19,F
STU-2026-0497,SUB-CHEM,11,0.5614,0.6223,0.15,57.16,68.3,-0.6332,31.82,2,53.78,D
STU-2026-0498,SUB-CHEM,11,0.8319,0.8157,0.6579,61.66,58.19,0.0394,76.25,1,57.84,D
STU-2026-0499,SUB-CHEM,11,0.5428,0.6145,0.3796,34.64,41.59,-0.4898,20.37,5,33.01,F
STU-2026-0500,SUB-CHEM,11,0.6347,0.6278,0.2183,57.76,71.89,-0.3686,31.37,3,55.01,D
STU-2026-0501,SUB-CHEM,11,0.9157,0.9543,0.9983,78.33,82.99,-0.1289,93.15,1,72.57,B
STU-2026-0502,SUB-CHEM,11,0.9587,0.9538,0.9225,71.54,74.7,0.0502,78.41,0,70.89,B
STU-2026-0503,SUB-CHEM,11,0.9723,0.9733,0.9528,69.88,67.29,0.1135,77.62,0,63.09,C
STU-2026-0504,SUB-CHEM,11,0.9801,1.0,0.913,79.85,83.04,-0.0132,76.49,1,76.47,B
STU-2026-0505,SUB-CHEM,11,0.9369,0.9473,0.9652,82.99,79.99,0.0392,72.83,0,77.27,B
STU-2026-0506,SUB-CHEM,11,0.9759,0.9834,0.8926,75.44,79.54,0.0696,74.43,0,70.33,B
STU-2026-0507,SUB-CHEM,11,0.9678,0.9713,0.8979,81.37,79.8,0.0852,81.58,0,80.74,A
STU-2026-0508,SUB-CHEM,11,0.9364,0.9508,0.9145,73.15,72.35,0.1021,82.75,0,71.64,B
STU-2026-0509,SUB-CHEM,11,0.863,0.877,0.8463,58.91,58.47,0.0737,71.0,0,63.79,C
STU-2026-0510,SUB-CHEM,11,0.8554,0.8422,0.8714,66.68,60.57,0.1639,61.54,0,63.26,C
STU-2026-0511,SUB-CHEM,11,0.884,0.9011,0.7287,51.88,55.13,0.0352,57.71,0,47.93,F
STU-2026-0512,SUB-CHEM,11,0.8343,0.8421,0.6709,65.68,59.32,0.1311,64.1,1,63.41,C
STU-2026-0513,SUB-CHEM,11,0.8007,0.7795,0.8194,56.24,55.97,-0.0313,72.69,0,55.32,D
STU-2026-0514,SUB-CHEM,11,0.9542,0.9268,0.943,83.15,91.69,0.0714,85.98,0,78.78,B
STU-2026-0515,SUB-CHEM,11,0.9392,0.9879,0.9073,77.73,83.72,0.1195,89.69,0,73.23,B
STU-2026-0516,SUB-CHEM,11,0.5618,0.6317,0.1576,30.35,52.52,-0.5035,32.33,7,28.65,F
STU-2026-0517,SUB-CHEM,11,0.8896,0.9123,0.7416,71.93,72.82,0.0071,66.15,0,64.07,C
STU-2026-0518,SUB-CHEM,11,0.48,0.5409,0.2504,55.14,59.22,-0.3449,28.66,4,53.7,D
STU-2026-0519,SUB-CHEM,11,0.9486,0.9523,0.9295,74.5,76.8,0.0745,99.0,1,71.43,B
STU-2026-0520,SUB-CHEM,11,0.9355,0.9387,0.8858,92.52,96.2,-0.0172,86.82,0,90.51,A
STU-2026-0521,SUB-CHEM,11,0.9915,0.9925,1.0,56.91,63.28,-0.0248,84.46,0,56.75,D
STU-2026-0522,SUB-CHEM,11,0.9223,0.9352,0.927,81.62,76.87,0.0916,80.88,0,71.77,B
STU-2026-0523,SUB-CHEM,11,0.9195,0.8802,1.0,84.14,79.54,0.1682,78.76,0,84.96,A
STU-2026-0524,SUB-CHEM,11,0.9661,0.9654,0.9005,76.23,76.12,0.0958,80.07,0,70.69,B
STU-2026-0525,SUB-CHEM,11,0.6542,0.7096,0.5097,56.38,72.22,-0.6425,19.09,2,54.53,D
STU-2026-0526,SUB-CHEM,11,0.914,0.9417,0.9304,71.43,65.91,0.1101,69.93,1,67.77,C
STU-2026-0527,SUB-CHEM,11,0.9222,0.9601,0.9918,89.02,84.3,0.1123,86.51,0,85.18,A
STU-2026-0528,SUB-CHEM,11,0.9538,0.9248,0.9329,90.16,81.03,-0.0339,96.27,0,85.88,A
STU-2026-0529,SUB-CHEM,11,0.9534,0.9158,0.968,78.81,84.57,0.1353,85.36,0,78.47,B
STU-2026-0530,SUB-CHEM,11,0.9527,0.9734,0.9574,73.55,72.44,0.1302,97.72,0,71.77,B
STU-2026-0531,SUB-CHEM,11,0.8763,0.9001,0.8387,84.48,77.65,-0.0773,95.08,0,80.78,A
STU-2026-0532,SUB-CHEM,11,0.9764,0.9877,1.0,90.91,82.68,0.0677,73.06,0,91.36,A
STU-2026-0533,SUB-CHEM,11,0.9923,1.0,0.9452,75.76,71.68,0.0311,69.49,0,70.09,B
STU-2026-0534,SUB-CHEM,11,0.9665,0.9802,0.8817,60.97,66.48,0.0109,77.04,0,57.54,D
STU-2026-0535,SUB-CHEM,11,0.9245,0.9215,0.8328,93.32,97.6,0.0218,80.54,0,89.06,A
STU-2026-0536,SUB-CHEM,11,0.9735,0.8925,0.91,95.48,96.14,0.1933,77.81,0,92.53,A
STU-2026-0537,SUB-CHEM,11,0.9219,0.9394,0.899,99.0,99.0,0.0348,86.82,1,87.65,A
STU-2026-0538,SUB-CHEM,11,0.9694,0.9528,0.9696,74.98,74.7,-0.0506,69.58,0,68.98,C
STU-2026-0539,SUB-CHEM,11,0.5737,0.6175,0.3051,23.44,51.28,-0.526,22.46,2,20.75,F
STU-2026-0540,SUB-CHEM,11,0.9652,0.9994,0.9034,62.31,70.15,-0.047,70.31,0,61.71,C
STU-2026-0541,SUB-CHEM,11,0.9417,0.9203,0.925,68.62,65.62,-0.0406,86.1,0,63.39,C
STU-2026-0542,SUB-CHEM,11,0.9488,0.9594,0.8975,88.85,83.69,0.0594,98.28,0,87.78,A
STU-2026-0543,SUB-CHEM,11,0.9501,0.9343,0.8565,75.69,68.13,-0.0523,98.28,0,74.19,B
STU-2026-0544,SUB-CHEM,11,0.8883,0.9011,0.9345,84.97,76.23,-0.0051,78.39,0,84.86,A
STU-2026-0545,SUB-CHEM,11,0.9887,0.9752,0.9759,73.35,76.75,0.0187,82.44,0,71.96,B
STU-2026-0546,SUB-CHEM,11,0.989,0.9752,0.9572,83.12,90.14,0.0593,85.61,0,79.19,B
STU-2026-0547,SUB-CHEM,11,0.9106,0.8961,0.9436,81.08,82.13,-0.0664,89.63,1,76.86,B
STU-2026-0548,SUB-CHEM,11,0.981,0.9325,0.927,90.78,98.78,-0.0688,77.99,0,86.45,A
STU-2026-0549,SUB-CHEM,11,0.9254,0.9655,0.96,72.02,58.98,0.05,88.48,0,66.63,C
STU-2026-0550,SUB-CHEM,11,0.97,0.9505,0.9477,77.7,72.41,0.045,81.4,0,75.4,B
STU-2026-0551,SUB-CHEM,11,0.6435,0.7034,0.3279,45.77,65.76,-0.3199,15.77,3,45.77,F
STU-2026-0552,SUB-CHEM,11,0.6539,0.653,0.2188,42.67,60.36,-0.5303,35.07,2,40.39,F
STU-2026-0553,SUB-CHEM,11,0.9133,0.9378,0.8912,75.25,73.49,0.0582,70.5,0,67.64,C
STU-2026-0554,SUB-CHEM,11,0.9471,0.9404,0.9675,83.87,83.92,0.0983,74.58,0,82.05,A
STU-2026-0555,SUB-CHEM,11,0.8434,0.8717,0.7646,66.09,64.73,0.0169,47.14,1,59.6,D
STU-2026-0556,SUB-CHEM,11,0.952,0.9011,0.9276,68.88,77.28,0.0049,91.59,0,68.85,C
STU-2026-0557,SUB-CHEM,11,0.9512,0.9434,0.8571,88.24,80.86,0.0644,85.72,1,85.56,A
STU-2026-0558,SUB-CHEM,11,0.9574,0.9758,0.9066,79.64,78.52,0.1116,79.59,0,74.92,B
STU-2026-0559,SUB-CHEM,11,0.9377,0.916,0.8762,81.65,76.08,0.0966,88.82,0,78.02,B
STU-2026-0560,SUB-CHEM,11,0.9266,0.981,0.8983,89.95,88.35,0.0494,72.73,0,87.08,A
STU-2026-0561,SUB-CHEM,11,0.9394,0.9351,1.0,95.34,98.45,0.0491,83.03,0,90.63,A
STU-2026-0562,SUB-CHEM,11,0.9684,0.9585,0.9369,66.7,73.82,0.1318,76.99,1,71.12,B
STU-2026-0563,SUB-CHEM,11,0.8686,0.8611,0.7084,68.44,74.55,-0.1029,66.29,0,67.28,C
STU-2026-0564,SUB-CHEM,11,0.9403,0.9153,0.9186,82.4,85.07,0.0676,80.39,0,78.77,B
STU-2026-0565,SUB-CHEM,11,0.9121,0.9388,0.9033,85.2,85.11,0.0158,77.03,0,80.1,A
STU-2026-0566,SUB-CHEM,11,0.9871,0.9657,0.9667,74.75,70.48,0.0461,83.61,0,71.19,B
STU-2026-0567,SUB-CHEM,11,1.0,0.9936,0.8569,63.03,61.55,-0.0276,93.11,0,63.03,C
STU-2026-0568,SUB-CHEM,11,0.9741,0.9737,0.908,74.59,75.72,0.1071,99.0,0,73.62,B
STU-2026-0569,SUB-CHEM,11,0.911,0.8854,0.9832,81.36,73.01,0.1059,69.58,0,77.17,B
STU-2026-0570,SUB-CHEM,11,0.8529,0.8534,0.7649,78.81,76.5,-0.031,41.49,1,75.56,B
STU-2026-0571,SUB-CHEM,11,0.9607,0.9854,1.0,96.32,97.94,0.1294,72.7,0,90.48,A
STU-2026-0572,SUB-CHEM,11,0.9314,0.9791,0.965,70.83,68.19,-0.0184,87.36,0,73.21,B
STU-2026-0573,SUB-CHEM,11,0.9757,0.9429,0.9285,72.0,67.6,0.0579,91.0,1,66.99,C
STU-2026-0574,SUB-CHEM,11,0.5237,0.571,0.3837,55.46,60.24,-0.3669,29.32,4,53.88,D
STU-2026-0575,SUB-CHEM,11,0.9331,0.9832,0.9208,90.08,83.02,0.096,84.71,1,87.4,A
STU-2026-0576,SUB-CHEM,11,0.918,0.9494,0.9304,71.53,63.21,0.068,86.42,0,67.48,C
