studentId,performance_trend,attendance_anomaly_score,mood_avg_7d,mood_avg_30d,mood_low_count_14d,wellbeing_signal_count,homework_completion_drop,engagement_drop,behavior_concerns_30d,safety_reports_submitted,riskScore,riskCategory,isAtRisk
STU-2026-0314,-0.0094,-0.4433,5.0,4.93,1,0,0.0,0.0,0,0,0.0466,low,0
STU-2026-0315,-0.0337,0.3349,4.46,4.35,0,0,0.0,0.0,0,0,0.0397,low,0
STU-2026-0316,-0.8176,-1.8907,1.93,2.24,5,4,0.2753,0.3908,1,0,0.9203,high,1
STU-2026-0317,-0.0115,0.4292,4.82,4.9,1,0,0.0,0.0,0,1,0.02,low,0
STU-2026-0318,0.0754,0.4072,4.41,4.31,0,2,0.0,0.0,0,0,0.02,low,0
STU-2026-0319,-0.1265,-0.6699,2.33,2.6,3,2,0.1518,0.1719,2,0,0.5554,medium,0
STU-2026-0320,-0.4275,-1.8894,1.0,2.08,6,3,0.2387,0.324,2,0,0.8819,high,1
STU-2026-0321,-0.02,0.2187,3.66,3.7,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0322,0.0708,-0.3689,4.03,3.9,1,0,0.0,0.0,0,0,0.0256,low,0
STU-2026-0323,0.068,0.232,5.0,5.0,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0324,0.0533,-0.0599,3.98,3.96,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0325,-0.0732,0.5627,4.2,4.54,0,0,0.0,0.0,0,0,0.0433,low,0
STU-2026-0326,0.0434,0.4022,4.19,4.43,0,0,0.0,0.0,0,0,0.0254,low,0
STU-2026-0327,-0.011,-0.1198,4.63,4.29,1,1,0.0,0.0,0,0,0.02,low,0
STU-2026-0328,0.0811,0.4021,3.77,4.03,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0329,0.0356,0.6787,4.27,4.14,2,0,0.0,0.0,0,0,0.0692,low,0
STU-2026-0330,-0.0087,0.2106,4.67,5.0,0,1,0.0,0.0,0,0,0.02,low,0
STU-2026-0331,-0.015,0.2098,4.05,4.05,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0332,0.0268,0.1379,3.67,4.09,1,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0333,-0.1627,-0.5491,3.71,3.72,6,3,0.1741,0.2213,1,0,0.6064,medium,0
STU-2026-0334,-0.0758,0.0514,5.0,5.0,1,0,0.0,0.0,0,0,0.0227,low,0
STU-2026-0335,-0.0444,0.6083,4.51,4.74,1,0,0.0,0.0,0,0,0.0349,low,0
STU-2026-0336,0.0299,0.745,3.72,3.98,0,1,0.0,0.0,0,0,0.02,low,0
STU-2026-0337,-0.0417,0.2708,4.59,4.06,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0338,0.0226,0.3683,4.44,4.3,1,0,0.0,0.0,0,0,0.0255,low,0
STU-2026-0339,-0.1981,-0.6825,3.59,3.43,2,0,0.1837,0.1652,1,0,0.504,medium,0
STU-2026-0340,-0.1932,-0.8996,2.47,2.53,5,3,0.1522,0.2434,0,1,0.6178,medium,0
STU-2026-0341,-0.1381,-0.2048,2.41,2.77,5,2,0.1255,0.1688,0,0,0.5308,medium,0
STU-2026-0342,-0.0404,-0.2574,4.38,4.13,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0343,-0.6302,-2.0175,1.73,2.23,6,2,0.3474,0.3818,2,0,0.9091,high,1
STU-2026-0344,0.0435,0.1584,3.91,3.91,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0345,0.0891,0.2845,4.76,4.65,0,1,0.0,0.0,0,0,0.02,low,0
STU-2026-0346,0.046,0.1425,5.0,4.49,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0347,0.0301,0.0493,4.15,4.5,0,1,0.0,0.0,0,0,0.02,low,0
STU-2026-0348,0.05,-0.0966,4.36,4.77,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0349,-0.107,0.3156,4.15,4.02,0,1,0.0,0.0,0,0,0.02,low,0
STU-2026-0350,-0.1412,-0.4838,3.25,2.65,3,1,0.1677,0.1945,0,1,0.5586,medium,0
STU-2026-0351,0.0375,0.3519,4.77,4.66,0,0,0.0,0.0,1,0,0.02,low,0
STU-2026-0352,-0.0385,0.1796,3.79,4.18,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0353,0.0564,0.6023,3.77,4.32,2,0,0.0,0.0,0,0,0.074,low,0
STU-2026-0354,0.0814,0.3715,5.0,4.8,1,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0355,-0.5804,-2.1051,1.87,1.5,8,4,0.2078,0.3672,1,0,0.9378,high,1
STU-2026-0356,0.0574,-0.4242,4.22,4.47,0,0,0.0,0.0,1,0,0.037,low,0
STU-2026-0357,0.0534,-0.0978,3.88,4.39,1,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0358,0.0087,0.3856,3.61,3.8,1,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0359,0.0781,0.3648,4.41,3.65,0,0,0.0,0.0,0,0,0.031,low,0
STU-2026-0360,0.0454,0.094,4.53,3.99,0,0,0.0,0.0,0,0,0.0313,low,0
STU-2026-0361,0.0243,-0.0835,4.68,4.42,1,0,0.0,0.0,0,0,0.0333,low,0
STU-2026-0362,-0.026,0.2576,3.71,3.57,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0363,-0.1898,-0.8567,3.34,2.73,3,1,0.1597,0.1789,1,0,0.4663,medium,0
STU-2026-0364,-0.1666,-0.8256,3.25,3.35,2,1,0.1586,0.1663,0,0,0.529,medium,0
STU-2026-0365,0.0309,0.1343,3.82,4.16,0,1,0.0,0.0,1,0,0.02,low,0
STU-2026-0366,0.0679,0.4045,5.0,4.63,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0367,-0.0148,0.1102,4.25,3.72,0,1,0.0,0.0,1,0,0.02,low,0
STU-2026-0368,-0.1826,-1.0919,2.52,3.09,3,0,0.2054,0.1875,0,1,0.544,medium,0
STU-2026-0369,0.0424,-0.0864,4.15,4.32,1,2,0.0,0.0,0,0,0.02,low,0
STU-2026-0370,0.0278,0.1269,3.79,4.18,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0371,-0.2102,-0.6498,3.43,3.05,3,1,0.1588,0.1882,1,0,0.5254,medium,0
STU-2026-0372,0.0421,0.4331,4.33,4.58,1,0,0.0,0.0,0,0,0.0296,low,0
STU-2026-0373,0.0155,0.1365,4.37,3.94,1,0,0.0,0.0,0,0,0.0308,low,0
STU-2026-0374,0.1026,0.2879,4.57,4.86,1,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0375,-0.0698,0.5309,4.64,3.97,1,0,0.0,0.0,0,0,0.0396,low,0
STU-2026-0376,-0.0719,0.1709,3.99,4.47,2,0,0.0,0.0,1,0,0.02,low,0
STU-2026-0377,-0.5011,-2.4124,2.09,1.96,8,4,0.3531,0.3393,1,0,0.9722,high,1
STU-2026-0378,-0.5101,-1.8663,1.64,1.73,11,3,0.3521,0.3104,2,2,0.9325,high,1
STU-2026-0379,0.0941,0.1243,3.19,3.46,0,0,0.0,0.0,0,0,0.0204,low,0
STU-2026-0380,0.022,0.2452,4.21,4.58,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0381,0.0527,-0.0688,4.56,4.28,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0382,-0.0034,0.2344,4.06,4.47,0,0,0.0,0.0,0,1,0.02,low,0
STU-2026-0383,-0.0049,0.5496,4.43,4.24,0,1,0.0,0.0,0,0,0.02,low,0
STU-2026-0384,0.0023,0.0301,4.41,4.27,0,1,0.0,0.0,0,0,0.02,low,0
STU-2026-0385,0.0686,0.3302,3.82,3.91,0,0,0.0,0.0,0,0,0.0358,low,0
STU-2026-0386,-0.3142,-1.5993,1.0,1.36,4,7,0.2981,0.3814,2,0,0.9167,high,1
STU-2026-0387,-0.4258,-1.9002,1.63,1.38,8,2,0.2294,0.3198,3,1,0.8453,high,1
STU-2026-0388,-0.0557,0.4233,4.01,3.71,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0389,0.0727,0.0558,3.86,4.16,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0390,-0.253,-1.1135,2.95,2.6,5,2,0.1349,0.1771,0,0,0.592,medium,0
STU-2026-0391,-0.0395,0.3511,4.17,4.25,2,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0392,0.0654,0.2592,3.73,4.54,0,0,0.0,0.0,1,0,0.02,low,0
STU-2026-0393,-0.0976,-0.9588,2.39,1.93,2,0,0.1322,0.2164,1,0,0.541,medium,0
STU-2026-0394,0.0095,0.2664,4.36,4.59,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0395,0.0028,0.309,4.38,4.23,0,0,0.0,0.0,0,0,0.0546,low,0
STU-2026-0396,-0.0388,-0.2,4.05,4.42,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0397,-0.2914,-1.6732,1.24,1.0,2,1,0.224,0.3675,2,0,0.8462,high,1
STU-2026-0398,0.0726,0.3866,4.33,4.2,0,0,0.0,0.0,0,0,0.0219,low,0
STU-2026-0399,0.0271,0.036,4.06,4.07,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0400,-0.0399,0.1765,4.16,4.7,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0401,0.0782,0.0003,3.78,3.45,0,0,0.0,0.0,1,0,0.02,low,0
STU-2026-0402,0.002,0.1692,4.65,4.47,1,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0403,0.049,0.4614,4.51,4.58,0,1,0.0,0.0,0,0,0.0365,low,0
STU-2026-0404,-0.0146,0.6581,4.49,4.25,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0405,0.0637,-0.3074,4.39,4.51,0,0,0.0,0.0,0,0,0.0312,low,0
STU-2026-0406,0.0248,0.3871,4.14,4.02,3,1,0.0,0.0,0,0,0.0307,low,0
STU-2026-0407,-0.1184,-1.0,3.43,3.35,5,1,0.1603,0.1773,0,0,0.6077,medium,0
STU-2026-0408,0.072,0.1555,4.07,4.06,1,0,0.0,0.0,0,0,0.1183,low,0
STU-2026-0409,-0.0605,-0.0271,3.62,4.14,1,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0410,-0.1997,-0.8469,2.22,2.64,5,1,0.1915,0.2044,1,0,0.5887,medium,0
STU-2026-0411,-0.0157,0.0687,3.99,4.33,2,0,0.0,0.0,1,0,0.0234,low,0
STU-2026-0412,-0.0435,-0.795,2.87,2.8,0,2,0.1387,0.1356,2,0,0.4851,medium,0
STU-2026-0413,0.0952,0.3981,4.51,4.66,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0414,0.0417,0.3613,4.87,4.58,1,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0415,0.0207,-0.1081,4.28,4.08,0,1,0.0,0.0,0,0,0.02,low,0
STU-2026-0416,-0.1401,-0.901,3.65,3.7,3,0,0.1434,0.1986,1,0,0.5147,medium,0
STU-2026-0417,-0.0191,0.5671,4.09,4.61,1,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0418,-0.0272,0.0692,4.93,4.63,0,1,0.0,0.0,0,0,0.0275,low,0
STU-2026-0419,0.0556,-0.1697,4.33,4.26,2,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0420,0.0664,-0.1476,4.01,3.61,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0421,0.0498,-0.1246,4.46,4.2,2,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0422,-0.0298,0.1083,3.53,3.42,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0423,0.0786,0.3322,4.53,4.57,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0424,-0.0742,-0.8021,3.0,3.08,3,2,0.102,0.1524,1,0,0.529,medium,0
STU-2026-0425,0.042,0.2189,3.98,4.17,0,0,0.0,0.0,0,0,0.0248,low,0
STU-2026-0426,0.0719,-0.1349,4.28,3.81,0,1,0.0,0.0,0,0,0.02,low,0
STU-2026-0427,-0.2121,-0.8118,2.82,2.88,1,2,0.1811,0.1932,0,0,0.5501,medium,0
STU-2026-0428,0.071,0.3862,3.54,3.77,1,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0429,-0.0275,0.3415,3.88,4.17,0,0,0.0,0.0,1,0,0.02,low,0
STU-2026-0430,0.0091,0.2681,3.69,3.63,2,0,0.0,0.0,0,0,0.0472,low,0
STU-2026-0431,-0.0078,0.2406,4.62,4.41,1,0,0.0,0.0,1,0,0.02,low,0
STU-2026-0432,0.0243,0.2223,4.46,4.35,1,0,0.0,0.0,0,0,0.0214,low,0
STU-2026-0433,0.0853,0.4353,5.0,4.19,1,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0434,0.0542,0.0381,3.84,4.58,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0435,-0.1562,-0.826,3.06,3.14,4,1,0.1688,0.2459,0,0,0.5765,medium,0
STU-2026-0436,0.0068,0.4501,4.42,4.44,1,1,0.0,0.0,0,0,0.0313,low,0
STU-2026-0437,0.0507,0.3798,3.91,3.65,0,2,0.0,0.0,0,0,0.02,low,0
STU-2026-0438,-0.345,-2.4179,1.99,2.01,2,2,0.2666,0.2981,3,2,0.8872,high,1
STU-2026-0439,0.0209,-0.0037,4.26,3.99,2,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0440,-0.0277,0.7326,4.99,4.14,1,0,0.0,0.0,0,0,0.0298,low,0
STU-2026-0441,0.0631,0.3724,4.22,4.38,1,0,0.0,0.0,0,0,0.0237,low,0
STU-2026-0442,0.0058,-0.2918,4.75,4.73,0,0,0.0,0.0,1,0,0.02,low,0
STU-2026-0443,-0.0791,-0.0403,4.03,3.94,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0444,0.0166,-0.2943,4.35,4.66,2,0,0.0,0.0,0,0,0.0513,low,0
STU-2026-0445,-0.5582,-1.5327,1.98,2.18,9,3,0.3471,0.4294,1,2,0.9704,high,1
STU-2026-0446,0.0057,-0.1188,3.52,3.73,1,0,0.0,0.0,1,0,0.02,low,0
STU-2026-0447,0.0173,0.3657,4.52,4.58,2,0,0.0,0.0,0,0,0.0398,low,0
STU-2026-0448,-0.2089,-0.5309,2.73,2.33,7,0,0.1634,0.1959,1,0,0.5578,medium,0
STU-2026-0449,-0.0027,0.4225,3.33,3.45,0,1,0.0,0.0,0,0,0.0253,low,0
STU-2026-0450,-0.361,-1.568,1.43,1.48,7,4,0.3552,0.2827,1,0,0.8926,high,1
STU-2026-0451,-0.088,-0.2694,3.07,2.97,4,0,0.1389,0.2298,1,1,0.5155,medium,0
STU-2026-0452,-0.1326,-0.6951,2.92,3.45,7,2,0.1544,0.1487,1,0,0.5738,medium,0
STU-2026-0453,0.0623,-0.1801,3.79,4.42,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0454,0.1038,0.6548,3.96,3.55,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0455,0.0594,0.1272,4.31,4.17,2,0,0.0,0.0,1,0,0.0436,low,0
STU-2026-0456,0.0249,0.1932,4.74,4.85,1,1,0.0,0.0,0,0,0.062,low,0
STU-2026-0457,0.0393,0.0267,3.9,3.37,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0458,0.0573,0.0195,4.22,4.24,0,0,0.0,0.0,0,1,0.02,low,0
STU-2026-0459,0.0195,-0.0771,4.76,4.78,0,1,0.0,0.0,0,0,0.0264,low,0
STU-2026-0460,-0.5178,-2.2138,1.79,2.18,8,8,0.2962,0.3538,4,2,0.9449,high,1
STU-2026-0461,0.0756,0.3627,4.41,4.38,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0462,-0.2167,-0.8931,3.13,3.29,3,1,0.1653,0.2183,1,1,0.5273,medium,0
STU-2026-0463,0.0477,-0.1894,4.85,4.56,0,0,0.0,0.0,0,0,0.0218,low,0
STU-2026-0464,-0.171,-0.738,3.07,3.3,0,2,0.157,0.1311,0,0,0.5145,medium,0
STU-2026-0465,0.1074,0.0552,4.72,4.78,2,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0466,-0.0188,0.2118,3.73,4.12,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0467,-0.1474,-0.8036,3.71,3.36,0,4,0.1687,0.2099,0,0,0.5212,medium,0
STU-2026-0468,-0.1217,-0.7024,3.59,3.6,3,3,0.1594,0.201,0,0,0.5211,medium,0
STU-2026-0469,0.1187,0.134,4.86,4.73,2,0,0.0,0.0,0,0,0.0308,low,0
STU-2026-0470,-0.1232,-0.8579,2.31,2.33,5,2,0.1533,0.1673,1,0,0.5567,medium,0
STU-2026-0471,0.0537,0.1849,4.82,5.0,1,0,0.0,0.0,0,0,0.0282,low,0
STU-2026-0472,-0.4169,-2.1188,1.26,1.2,5,1,0.3399,0.3063,2,2,0.8964,high,1
STU-2026-0473,-0.1049,-0.6835,2.93,2.67,2,0,0.1425,0.1972,0,1,0.5397,medium,0
STU-2026-0474,0.0512,0.3403,4.17,4.1,2,0,0.0,0.0,0,0,0.052,low,0
STU-2026-0475,0.0665,-0.3195,4.53,4.25,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0476,-0.1118,-0.9641,2.68,2.78,2,1,0.1271,0.1955,0,0,0.5274,medium,0
STU-2026-0477,-0.1491,-0.5952,3.39,3.82,2,0,0.1696,0.1753,1,0,0.5013,medium,0
STU-2026-0478,-0.296,-1.6015,2.3,2.46,12,1,0.4157,0.3629,2,1,0.9426,high,1
STU-2026-0479,0.048,0.1296,3.75,3.6,1,0,0.0,0.0,0,0,0.0227,low,0
STU-2026-0480,0.0573,0.469,3.9,3.96,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0481,0.0394,0.3658,5.0,4.79,0,1,0.0,0.0,0,0,0.0609,low,0
STU-2026-0482,0.0095,0.2348,4.29,4.34,0,1,0.0,0.0,0,0,0.02,low,0
STU-2026-0483,-0.4929,-1.8556,1.17,1.0,11,3,0.2858,0.2872,4,0,0.9388,high,1
STU-2026-0484,-0.0362,0.3063,4.43,4.21,1,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0485,0.0574,0.2316,3.75,3.71,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0486,-0.0896,-0.6851,2.94,3.24,0,0,0.1742,0.1793,0,0,0.5369,medium,0
STU-2026-0487,0.1136,0.5331,3.63,3.83,1,0,0.0,0.0,0,0,0.0327,low,0
STU-2026-0488,-0.0375,0.7141,4.46,4.13,0,0,0.0,0.0,0,0,0.0205,low,0
STU-2026-0489,0.0338,0.5722,4.43,4.11,0,0,0.0,0.0,0,0,0.0347,low,0
STU-2026-0490,0.1354,0.4898,4.05,3.84,1,0,0.0,0.0,0,0,0.0288,low,0
STU-2026-0491,0.0108,0.4612,4.92,4.41,1,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0492,0.0055,-0.0101,2.77,3.51,1,0,0.0,0.0,1,0,0.038,low,0
STU-2026-0493,-0.0108,0.2332,4.36,4.17,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0494,-0.008,0.3614,4.08,3.66,0,0,0.0,0.0,0,0,0.0247,low,0
STU-2026-0495,0.0605,0.3627,4.05,3.6,0,0,0.0,0.0,0,0,0.032,low,0
STU-2026-0496,-0.5215,-1.5775,1.0,1.5,6,5,0.225,0.3113,4,0,0.9272,high,1
STU-2026-0497,-0.5633,-2.0677,2.6,2.42,8,8,0.2954,0.3874,4,0,0.9292,high,1
STU-2026-0498,-0.1268,-0.8055,3.45,3.74,4,2,0.1489,0.1887,0,0,0.5424,medium,0
STU-2026-0499,-0.521,-2.0088,1.24,1.41,7,2,0.3395,0.3602,4,0,0.9318,high,1
STU-2026-0500,-0.3084,-2.2126,1.34,1.49,10,2,0.3611,0.2933,2,0,0.9144,high,1
STU-2026-0501,-0.0797,0.1765,4.18,3.92,1,0,0.0,0.0,0,0,0.0481,low,0
STU-2026-0502,0.0177,0.1924,4.0,4.47,1,0,0.0,0.0,0,0,0.0805,low,0
STU-2026-0503,-0.0292,-0.2521,4.18,3.82,0,0,0.0,0.0,0,0,0.0482,low,0
STU-2026-0504,-0.0006,0.1942,4.45,4.62,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0505,0.0371,0.5324,3.65,3.98,1,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0506,-0.0115,0.2527,3.39,3.19,0,1,0.0,0.0,0,0,0.02,low,0
STU-2026-0507,-0.0079,-0.0146,4.03,3.82,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0508,0.0063,0.3827,4.1,4.05,1,1,0.0,0.0,1,0,0.02,low,0
STU-2026-0509,-0.2444,-0.4376,2.28,1.98,2,0,0.1606,0.1571,0,0,0.5106,medium,0
STU-2026-0510,-0.2207,-0.82,2.85,2.53,1,1,0.1423,0.2108,1,0,0.5303,medium,0
STU-2026-0511,-0.0578,-0.5017,3.02,2.81,0,0,0.1671,0.1714,1,0,0.5421,medium,0
STU-2026-0512,-0.083,-0.1649,2.34,2.08,2,1,0.1684,0.1621,1,0,0.5448,medium,0
STU-2026-0513,-0.1268,-0.9175,3.67,3.84,5,1,0.1346,0.1866,0,0,0.5664,medium,0
STU-2026-0514,0.0086,0.2691,4.25,4.27,1,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0515,0.0197,0.2437,3.82,3.96,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0516,-0.4298,-2.1005,1.54,1.73,10,2,0.2799,0.3708,2,0,0.964,high,1
STU-2026-0517,-0.1104,-0.8223,3.11,3.18,5,0,0.1284,0.1417,0,0,0.5391,medium,0
STU-2026-0518,-0.5497,-2.1152,1.2,1.24,7,2,0.253,0.3034,2,1,0.865,high,1
STU-2026-0519,-0.0206,0.3486,4.72,4.7,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0520,0.0874,-0.1232,4.0,3.31,3,0,0.0,0.0,0,0,0.055,low,0
STU-2026-0521,0.0584,0.2014,3.84,4.22,0,0,0.0,0.0,1,0,0.02,low,0
STU-2026-0522,-0.037,0.265,3.9,4.01,0,0,0.0,0.0,1,0,0.02,low,0
STU-2026-0523,-0.0844,0.1634,4.71,4.63,3,1,0.0,0.0,0,0,0.02,low,0
STU-2026-0524,0.0543,-0.3327,4.73,4.69,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0525,-0.4046,-1.6759,1.0,1.09,10,4,0.246,0.368,1,1,0.8914,high,1
STU-2026-0526,-0.0108,-0.1879,4.18,4.3,1,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0527,-0.0246,-0.1227,4.4,3.94,0,0,0.0,0.0,0,0,0.0504,low,0
STU-2026-0528,0.0179,0.2068,4.26,4.07,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0529,-0.0076,-0.5232,3.76,4.18,0,0,0.0,0.0,0,1,0.0529,low,0
STU-2026-0530,0.0011,0.0872,4.12,3.87,2,0,0.0,0.0,0,0,0.0481,low,0
STU-2026-0531,0.0571,0.2685,4.5,4.42,2,0,0.0,0.0,0,0,0.0765,low,0
STU-2026-0532,-0.0392,0.4044,4.59,4.65,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0533,-0.0609,0.0339,3.64,3.63,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0534,0.0465,0.4855,4.57,3.99,0,1,0.0,0.0,0,0,0.02,low,0
STU-2026-0535,-0.0672,-0.034,4.13,4.76,1,1,0.0,0.0,0,0,0.0267,low,0
STU-2026-0536,-0.0266,0.4846,4.98,5.0,0,0,0.0,0.0,0,0,0.0391,low,0
STU-2026-0537,-0.0221,-0.1802,3.67,3.91,0,0,0.0,0.0,0,0,0.0216,low,0
STU-2026-0538,0.0128,0.257,3.6,3.79,0,0,0.0,0.0,0,0,0.0374,low,0
STU-2026-0539,-0.4586,-2.0505,1.65,1.44,6,3,0.2348,0.3407,1,0,0.87,high,1
STU-2026-0540,0.0515,0.0502,4.13,4.77,0,0,0.0,0.0,0,0,0.0332,low,0
STU-2026-0541,0.0238,-0.0414,3.65,3.78,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0542,-0.0279,0.0877,3.57,3.5,1,0,0.0,0.0,0,0,0.0322,low,0
STU-2026-0543,0.0349,0.4367,3.32,3.55,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0544,0.1029,-0.1939,4.19,3.92,1,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0545,-0.0243,0.2828,3.77,3.67,0,1,0.0,0.0,0,0,0.0408,low,0
STU-2026-0546,0.006,-0.1578,4.53,4.33,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0547,0.0357,0.1378,4.21,4.12,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0548,-0.052,0.2215,4.52,4.26,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0549,-0.068,-0.1532,4.1,4.46,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0550,0.0702,-0.0391,3.67,4.51,1,0,0.0,0.0,1,0,0.02,low,0
STU-2026-0551,-0.4845,-2.1886,2.49,2.21,6,3,0.2464,0.4001,2,0,0.9077,high,1
STU-2026-0552,-0.2809,-2.1227,1.61,1.79,8,5,0.31,0.2973,2,2,0.9707,high,1
STU-2026-0553,-0.0456,0.1321,3.77,4.14,1,0,0.0,0.0,1,0,0.0375,low,0
STU-2026-0554,-0.0005,-0.0271,3.54,3.79,0,1,0.0,0.0,0,0,0.02,low,0
STU-2026-0555,-0.172,-0.8955,2.62,2.43,3,2,0.1613,0.2194,1,0,0.5432,medium,0
STU-2026-0556,-0.0946,-0.4555,4.24,4.37,0,0,0.0,0.0,0,0,0.0211,low,0
STU-2026-0557,-0.0309,0.3388,3.35,3.55,0,1,0.0,0.0,0,0,0.02,low,0
STU-2026-0558,0.0081,0.5526,4.29,4.52,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0559,-0.0291,0.5202,4.24,4.57,0,0,0.0,0.0,0,0,0.0264,low,0
STU-2026-0560,-0.0959,-0.0734,4.1,4.27,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0561,0.0194,0.1553,4.19,3.99,0,0,0.0,0.0,0,0,0.0403,low,0
STU-2026-0562,0.0746,0.2536,4.0,4.12,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0563,-0.1861,-0.6564,3.23,3.02,1,1,0.1535,0.2039,1,1,0.4984,medium,0
STU-2026-0564,-0.028,0.0484,3.92,4.3,1,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0565,0.0194,0.2023,4.4,3.92,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0566,0.0758,0.3204,4.16,4.11,0,0,0.0,0.0,1,0,0.02,low,0
STU-2026-0567,0.0618,0.0494,3.9,4.13,0,0,0.0,0.0,0,0,0.0342,low,0
STU-2026-0568,0.0371,0.0086,3.56,4.19,0,1,0.0,0.0,0,0,0.02,low,0
STU-2026-0569,0.0169,-0.1147,5.0,4.88,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0570,-0.0265,-1.0038,3.18,2.92,1,1,0.1305,0.1748,1,0,0.5308,medium,0
STU-2026-0571,0.0011,0.245,4.12,4.33,2,1,0.0,0.0,0,0,0.02,low,0
STU-2026-0572,0.0566,-0.0609,4.48,4.47,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0573,0.0923,0.3159,4.21,3.58,0,0,0.0,0.0,0,0,0.025,low,0
STU-2026-0574,-0.5487,-2.0594,1.26,1.3,5,4,0.3433,0.2975,3,0,0.9222,high,1
STU-2026-0575,0.0244,0.2946,3.53,4.08,0,0,0.0,0.0,0,0,0.02,low,0
